Phenotype,Read code,Description,Category
HYPERTENSION,G21..,Hypertensive heart disease                                                                                                                                                                                                                                     ,Hypertension (3)                                  
HYPERTENSION,G210.,Malignant hypertensive heart disease                                                                                                                                                                                                                           ,Hypertension (3)                                  
HYPERTENSION,G2100,Malignant hypertensive heart disease without CCF                                                                                                                                                                                                               ,Hypertension (3)                                  
HYPERTENSION,G2101,Malignant hypertensive heart disease with CCF                                                                                                                                                                                                                  ,Hypertension (3)                                  
HYPERTENSION,G211.,Benign hypertensive heart disease                                                                                                                                                                                                                              ,Hypertension (3)                                  
HYPERTENSION,G2110,Benign hypertensive heart disease without CCF                                                                                                                                                                                                                  ,Hypertension (3)                                  
HYPERTENSION,G2111,Benign hypertensive heart disease with CCF                                                                                                                                                                                                                     ,Hypertension (3)                                  
HYPERTENSION,G21z.,Hypertensive heart disease NOS                                                                                                                                                                                                                                 ,Hypertension (3)                                  
HYPERTENSION,G21z0,Hypertensive heart disease NOS without CCF                                                                                                                                                                                                                     ,Hypertension (3)                                  
HYPERTENSION,G21z1,Hypertensive heart disease NOS with CCF                                                                                                                                                                                                                        ,Hypertension (3)                                  
HYPERTENSION,G21zz,Hypertensive heart disease NOS                                                                                                                                                                                                                                 ,Hypertension (3)                                  
HYPERTENSION,G22..,Hypertensive renal disease                                                                                                                                                                                                                                     ,Hypertension (3)                                  
HYPERTENSION,G220.,Malignant hypertensive renal disease                                                                                                                                                                                                                           ,Hypertension (3)                                  
HYPERTENSION,G221.,Benign hypertensive renal disease                                                                                                                                                                                                                              ,Hypertension (3)                                  
HYPERTENSION,G222.,Hypertensive renal disease with renal failure                                                                                                                                                                                                                  ,Hypertension (3)                                  
HYPERTENSION,G22z.,Hypertensive renal disease NOS                                                                                                                                                                                                                                 ,Hypertension (3)                                  
HYPERTENSION,G23..,Hypertensive heart and renal disease                                                                                                                                                                                                                           ,Hypertension (3)                                  
HYPERTENSION,G230.,Malignant hypertensive heart and renal disease                                                                                                                                                                                                                 ,Hypertension (3)                                  
HYPERTENSION,G231.,Benign hypertensive heart and renal disease                                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,G232.,Hypertensive heart&renal dis wth (congestive) heart failure                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,G233.,Hypertensive heart and renal disease with renal failure                                                                                                                                                                                                        ,Hypertension (3)                                  
HYPERTENSION,G234.,Hyperten heart&renal dis+both(congestv)heart and renal fail                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,G23z.,Hypertensive heart and renal disease NOS                                                                                                                                                                                                                       ,Hypertension (3)                                  
HYPERTENSION,G24..,Secondary hypertension                                                                                                                                                                                                                                         ,Secondary hypertension (4)                        
HYPERTENSION,G240.,Secondary malignant hypertension                                                                                                                                                                                                                               ,Secondary hypertension (4)                        
HYPERTENSION,G2400,Secondary malignant renovascular hypertension                                                                                                                                                                                                                  ,Secondary hypertension (4)                        
HYPERTENSION,G240z,Secondary malignant hypertension NOS                                                                                                                                                                                                                           ,Secondary hypertension (4)                        
HYPERTENSION,G241.,Secondary benign hypertension                                                                                                                                                                                                                                  ,Secondary hypertension (4)                        
HYPERTENSION,G2410,Secondary benign renovascular hypertension                                                                                                                                                                                                                     ,Secondary hypertension (4)                        
HYPERTENSION,G241z,Secondary benign hypertension NOS                                                                                                                                                                                                                              ,Secondary hypertension (4)                        
HYPERTENSION,G244.,Hypertension secondary to endocrine disorders                                                                                                                                                                                                                  ,Secondary hypertension (4)                        
HYPERTENSION,G24z.,Secondary hypertension NOS                                                                                                                                                                                                                                     ,Secondary hypertension (4)                        
HYPERTENSION,G24z0,Secondary renovascular hypertension NOS                                                                                                                                                                                                                        ,Secondary hypertension (4)                        
HYPERTENSION,G24z1,Hypertension secondary to drug                                                                                                                                                                                                                                 ,Secondary hypertension (4)                        
HYPERTENSION,G24zz,Secondary hypertension NOS                                                                                                                                                                                                                                     ,Secondary hypertension (4)                        
HYPERTENSION,G2y..,Other specified hypertensive disease                                                                                                                                                                                                                           ,Hypertension (3)                                  
HYPERTENSION,G2z..,Hypertensive disease NOS                                                                                                                                                                                                                                       ,Hypertension (3)                                  
HYPERTENSION,G672.,Hypertensive encephalopathy                                                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,Gyu2.,[X]Hypertensive diseases                                                                                                                                                                                                                                       ,Hypertension (3)                                  
HYPERTENSION,Gyu21,[X]Hypertension secondary to other renal disorders                                                                                                                                                                                                             ,Secondary hypertension (4)                        
HYPERTENSION,L122.,Other pre-existing hypertension in preg/childbirth/puerp                                                                                                                                                                                                       ,Hypertension (3)                                  
HYPERTENSION,L1220,Other pre-existing hypertension in preg/childb/puerp unspec                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,L1221,Other pre-existing hypertension in preg/childb/puerp - deliv                                                                                                                                                                                                   ,Hypertension (3)                                  
HYPERTENSION,L1223,Other pre-exist hypertension in preg/childb/puerp-not deliv                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,L122z,Other pre-existing hypertension in preg/childb/puerp NOS                                                                                                                                                                                                       ,Hypertension (3)                                  
HYPERTENSION,L127.,Pre-eclampsia or eclampsia with pre-existing hypertension                                                                                                                                                                                                      ,Hypertension (3)                                  
HYPERTENSION,L127z,Pre-eclampsia or eclampsia + pre-existing hypertension NOS                                                                                                                                                                                                     ,Hypertension (3)                                  
HYPERTENSION,L128.,Pre-exist hypertension compl preg childbirth and puerperium                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,L1280,Pre-exist hyperten heart dis compl preg childbth+puerperium                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,L1282,Pre-exist 2ndry hypertens comp preg childbth and puerperium                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,TJC7.,Adverse reaction to other antihypertensives                                                                                                                                                                                                                    ,Hypertension (3)                                  
HYPERTENSION,TJC7z,Adverse reaction to antihypertensives NOS                                                                                                                                                                                                                      ,Hypertension (3)                                  
HYPERTENSION,U60C5,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",Hypertension (3)                                  
