Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,56310020,Sodium valproate 200mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,39721020,Sodium valproate 500mg/5ml oral suspension,res38: Lithium and other mood stabilisers,drug
Multilex,04698020,Tegretol 200mg tablets (Lexon (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,03664020,Priadel 400mg modified-release tablets (DE Pharmaceuticals),res38: Lithium and other mood stabilisers,drug
Multilex,03668020,Priadel 400mg modified-release tablets (Necessity Supplies Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04715020,Tegretol Prolonged Release 200mg tablets (Sigma Pharmaceuticals Plc),res38: Lithium and other mood stabilisers,drug
Multilex,04694020,Carbamazepine 100mg tablets (Phoenix Healthcare Distribution Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04704020,Carbamazepine 400mg tablets (Sigma Pharmaceuticals Plc),res38: Lithium and other mood stabilisers,drug
Multilex,04705020,Tegretol 400mg tablets (Lexon (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04714020,Tegretol Prolonged Release 200mg tablets (DE Pharmaceuticals),res38: Lithium and other mood stabilisers,drug
Multilex,04730020,Tegretol Prolonged Release 400mg tablets (Stephar (U.K.) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04813020,Epilim Chrono 200 tablets (Lexon (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04733020,Tegretol Prolonged Release 400mg tablets (Necessity Supplies Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04815020,Epilim Chrono 200 tablets (DE Pharmaceuticals),res38: Lithium and other mood stabilisers,drug
Multilex,36907020,Valproic acid 500mg/5ml oral solution,res38: Lithium and other mood stabilisers,drug
Multilex,04819020,Sodium valproate 300mg modified-release tablets (Sigma Pharmaceuticals Plc),res38: Lithium and other mood stabilisers,drug
Multilex,04817020,Epilim Chrono 300 tablets (Waymade Healthcare Plc),res38: Lithium and other mood stabilisers,drug
Multilex,69791020,Epilim ec 200mg Gastro-resistant tablet (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,04822020,Epilim Chrono 300 tablets (DE Pharmaceuticals),res38: Lithium and other mood stabilisers,drug
Multilex,04823020,Sodium valproate 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04827020,Epilim Chrono 500 tablets (Lexon (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04913020,Lamotrigine 25mg dispersible tablets sugar free (Tillomed Laboratories Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,04887020,Lamictal 25mg tablets (DE Pharmaceuticals),res38: Lithium and other mood stabilisers,drug
Multilex,04890020,Lamotrigine 25mg tablets (Bristol Laboratories Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,69796020,Epilim 200mg/5ml syrup (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,04891020,Lamictal 25mg tablets (Lexon (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,74431020,Lamotrigine 5mg dispersible tablets sugar free (Actavis UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54576020,Tegretol 100mg/5ml liquid (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,48990020,Carbamazepine 100mg Tablet (Berk Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,47267020,Lithium citrate 509mg/5ml oral solution (Cubic Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,57877020,Litarex 564mg modified-release tablets (Actavis UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,48541020,Camcolit 250 tablets (Norgine Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,50224020,Liskonum 450mg modified-release tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,48995020,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,48996020,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,48997020,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,51251020,Priadel 200mg modified-release tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,52413020,Sodium valproate 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,51252020,Priadel 400mg modified-release tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,52411020,Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,72796020,Tegretol 100mg Chewtabs (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,52412020,Sodium valproate 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,74140020,Sodium valproate 400mg powder and solvent for solution for injection vials,res38: Lithium and other mood stabilisers,drug
Multilex,52842020,Camcolit 400 modified-release tablets (Norgine Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54571020,Tegretol 400mg tablets (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54482020,Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54483020,Valproate sodium 500mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54569020,Tegretol 100mg tablets (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54570020,Tegretol 200mg tablets (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,72800020,Carbamazepine 100mg chewable tablets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,72797020,Tegretol 200mg Chewtabs (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,54680020,Carbamazepine 100mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,69792020,Epilim ec 500mg Gastro-resistant tablet (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,73193020,Priadel 520mg/5ml liquid (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,54682020,Carbamazepine 400mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,56048020,Lithium carbonate 400mg Modified-release tablet (Approved Prescription Services Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,70807020,Lamotrigine 50mg tablets (Actavis UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,73096020,Sodium valproate 500mg gastro-resistant tablets (Zentiva),res38: Lithium and other mood stabilisers,drug
Multilex,59954020,Sodium valproate 200mg/5ml Oral solution (Sterwin Medicines),res38: Lithium and other mood stabilisers,drug
Multilex,69211020,Sodium valproate 200mg/5ml oral solution sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,75708020,Lamotrigine 25mg dispersible tablets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,71155020,Lamotrigine 25mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,71163020,Lamotrigine 100mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,71158020,Lamotrigine 50mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,70973020,Depakote 500mg gastro-resistant tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,74925020,Epilim Chrono 500 tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,72635020,Carbamazepine 400mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,71403020,Lamotrigine 25mg tablets (Arrow Generics Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,72793020,Tegretol retard 400mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,72634020,Carbamazepine 200mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,71421020,Lamotrigine 25mg dispersible tablets sugar free (Arrow Generics Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,72792020,Tegretol retard 200mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75354020,Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,74928020,Sodium valproate with valproic acid 200mg modified release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,74929020,Sodium valproate with valproic acid 300mg modified release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,74930020,Sodium valproate with valproic acid 500mg modified release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,75210020,Epimaz 100mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75353020,Orlept 200mg gastro-resistant tablets (Wockhardt UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75211020,Epimaz 200mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75212020,Epimaz 400mg tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75675020,Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75593020,Tegretol 125mg suppositories (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75355020,Orlept SF 200mg/5ml liquid (Wockhardt UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,70972020,Depakote 250mg gastro-resistant tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,75707020,Lamotrigine 5mg dispersible tablets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,75594020,Tegretol 250mg suppositories (Novartis Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75598020,Carbamazepine 250mg suppositories,res38: Lithium and other mood stabilisers,drug
Multilex,95358020,Epilim Chronosphere MR 50mg granules sachets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,75597020,Carbamazepine 125mg suppositories,res38: Lithium and other mood stabilisers,drug
Multilex,93471020,Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75676020,Lamictal 25mg dispersible tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75677020,Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,70875020,Lamotrigine 50mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,78980020,Lamictal 200mg tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,86374020,Timonil retard 400mg Modified-release tablet (C P Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,66876020,Sodium valproate CR 500mg Tablet (Hillcross Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,75709020,Lamotrigine 100mg dispersible tablets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,69071020,Sodium valproate 500mg gastro-resistant tablets,res38: Lithium and other mood stabilisers,drug
Multilex,69070020,Sodium valproate 200mg gastro-resistant tablets,res38: Lithium and other mood stabilisers,drug
Multilex,66211020,Lamictal 25mg tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,76811020,Sodium valproate 300mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,76250020,Lithonate 400mg modified-release tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,70915020,Lamotrigine 25mg tablets (Fannin UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,78712020,Sodium valproate 200mg gastro-resistant tablets (Wockhardt UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,77435020,Carbagen SR 200mg tablets (Generics (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,77436020,Carbagen SR 400mg tablets (Generics (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,66209020,Lamictal 50mg tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,79266020,Lamotrigine 200mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,69210020,Sodium valproate 100mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,78981020,Lamictal 2mg dispersible tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,79267020,Lamotrigine 2mg dispersible tablets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,83787020,Teril Retard 400mg tablets (Taro Pharmaceuticals (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,66061020,Lamotrigine 25mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,81319020,Sodium valproate 500mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,83786020,Teril Retard 200mg tablets (Taro Pharmaceuticals (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,66059020,Lamotrigine 50mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,93469020,Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,86465020,Epival CR 500mg tablets (Chanelle Medical UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,93457020,Sodium valproate 150mg modified-release capsules,res38: Lithium and other mood stabilisers,drug
Multilex,64728020,Sodium valproate 200mg/5ml Oral solution (Hillcross Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,66060020,Lamotrigine 100mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,64031020,Lithium citrate 509mg/5ml oral solution,res38: Lithium and other mood stabilisers,drug
Multilex,86467020,Epival CR 300mg tablets (Chanelle Medical UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,90775020,Lamotrigine 50mg dispersible tablets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,66210020,Lamictal 100mg tablets (GlaxoSmithKline UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,92741020,Sodium valproate 300mg/3ml solution for injection ampoules,res38: Lithium and other mood stabilisers,drug
Multilex,92847020,Lithium carbonate 200mg/5ml oral suspension,res38: Lithium and other mood stabilisers,drug
Multilex,93461020,Sodium valproate 500mg modified-release granules sachets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,93467020,Episenta 300mg modified-release capsules (Desitin Pharma Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,93459020,Sodium valproate 300mg modified-release capsules,res38: Lithium and other mood stabilisers,drug
Multilex,93463020,Sodium valproate 1g modified-release granules sachets sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,93465020,Episenta 150mg modified-release capsules (Desitin Pharma Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,70981020,Lamotrigine 25mg tablets (Generics (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,95356020,Sodium valproate with valproic acid 50mg modified release granules,res38: Lithium and other mood stabilisers,drug
Multilex,94162020,Carbamazepine 500mg/5ml oral suspension,res38: Lithium and other mood stabilisers,drug
Multilex,95245020,Sodium valproate oral solution,res38: Lithium and other mood stabilisers,drug
Multilex,95193020,Sodium valproate with valproic acid 500mg modified release granules,res38: Lithium and other mood stabilisers,drug
Multilex,95191020,Sodium valproate with valproic acid 250mg modified release granules,res38: Lithium and other mood stabilisers,drug
Multilex,94601020,Sodium valproate 1g/10ml solution for injection ampoules,res38: Lithium and other mood stabilisers,drug
Multilex,95189020,Sodium valproate with valproic acid 100mg modified release granules,res38: Lithium and other mood stabilisers,drug
Multilex,95197020,Sodium valproate with valproic acid 1000mg modified release granules,res38: Lithium and other mood stabilisers,drug
Multilex,95195020,Sodium valproate with valproic acid 750mg modified release granules,res38: Lithium and other mood stabilisers,drug
Multilex,64026020,Phasal 300mg Tablet (Lagap),res38: Lithium and other mood stabilisers,drug
Multilex,64029020,Lithium citrate 564mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,64023020,Lithium carbonate 450mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,64020020,Lithium carbonate 400mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,64017020,Lithium carbonate 300mg Modified-release tablet,res38: Lithium and other mood stabilisers,drug
Multilex,64030020,Lithium citrate 520mg/5ml oral solution sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,64015020,Lithium carbonate 200mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,63552020,Carbamazepine sr 400mg Tablet (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,64016020,Lithium carbonate 250mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,59759020,Carbamazepine 200mg tablets,res38: Lithium and other mood stabilisers,drug
Multilex,59550020,Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,95366020,Epilim Chronosphere MR 750mg granules sachets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,59346020,Carbamazepine 200mg Modified-release tablet (Lagap),res38: Lithium and other mood stabilisers,drug
Multilex,59347020,Carbamazepine 400mg Modified-release tablet (Lagap),res38: Lithium and other mood stabilisers,drug
Multilex,97038020,Epilim Chronosphere MR 1000mg granules sachets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,62264020,Carbamazepine 400mg Modified-release tablet (Generics (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,62263020,Carbamazepine 200mg Modified-release tablet (Generics (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,61900020,Carbamazepine 400mg modified-release tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,63548020,Carbamazepine sr 200mg Tablet (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,95364020,Epilim Chronosphere MR 500mg granules sachets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,74729020,Carbamazepine 500mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,95360020,Epilim Chronosphere MR 100mg granules sachets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,95362020,Epilim Chronosphere MR 250mg granules sachets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,95813020,Epilim 200 gastro-resistant tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,95815020,Epilim 500 gastro-resistant tablets (Sanofi),res38: Lithium and other mood stabilisers,drug
Multilex,61213020,Carbamazepine 200mg Tablet (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,96128020,Sodium valproate 200mg modified-release tablets,res38: Lithium and other mood stabilisers,drug
Multilex,61212020,Carbamazepine 100mg Tablet (IVAX Pharmaceuticals UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,61899020,Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,59990020,Sodium valproate 200mg gastro-resistant tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,60261020,Carbamazepine 100mg tablets (Generics (UK) Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,59953020,Sodium valproate 200mg Tablet (Sterwin Medicines),res38: Lithium and other mood stabilisers,drug
Multilex,60388020,Carbamazepine 100mg/5ml oral suspension sugar free,res38: Lithium and other mood stabilisers,drug
Multilex,59989020,Sodium valproate 500mg gastro-resistant tablets (Teva UK Ltd),res38: Lithium and other mood stabilisers,drug
Multilex,63440020,Sodium valproate 200mg/5ml oral solution sugar free (Zentiva),res38: Lithium and other mood stabilisers,drug
Multilex,59760020,Carbamazepine 400mg tablets,res38: Lithium and other mood stabilisers,drug
