Phenotype,Read code,Description,Category
CKD,TA02z,"Accid cut,puncture,perf,h'ge - perfusion NOS                                                                                                                                                                                                                   ",
CKD,TA22.,Failure of sterile precautions during perfusion                                                                                                                                                                                                                ,
CKD,TA220,Failure of sterile precautions during kidney dialysis                                                                                                                                                                                                          ,
CKD,TA220,Failure of sterile precautions during kidney dialysis                                                                                                                                                                                                          ,
CKD,TA22y,Failure of sterile precautions during other perfusion                                                                                                                                                                                                          ,
CKD,TA22z,Failure of sterile precautions during perfusion NOS                                                                                                                                                                                                            ,
CKD,TA420,Mech failure of instrument &/or apparatus during kidney dial                                                                                                                                                                                                   ,
CKD,TB11.,"Kidney dialysis with complication, without blame                                                                                                                                                                                                               ",
CKD,TB11.,"Kidney dialysis with complication, without blame                                                                                                                                                                                                               ",
CKD,U6122,[X]Failure sterile precautions dur kidney dialys/other perf                                                                                                                                                                                                    ,
CKD,Ua1IM,Chronic peritoneal dialysis                                                                                                                                                                                                                                    ,
CKD,Ua1IN,Stab peritoneal dialysis                                                                                                                                                                                                                                       ,
CKD,X018M,Creation of Cimino fistula                                                                                                                                                                                                                                     ,
CKD,X018M,Creation of Cimino fistula                                                                                                                                                                                                                                     ,
CKD,X018N,Creation brachiocephalic fistula                                                                                                                                                                                                                               ,
CKD,X018N,Creation brachiocephalic fistula                                                                                                                                                                                                                               ,
CKD,X018T,Angioplasty of arteriovenous fistula                                                                                                                                                                                                                           ,
CKD,X018U,Thrombolysis of arteriovenous fistula                                                                                                                                                                                                                          ,
CKD,X018V,Thrombolysis of arteriovenous graft                                                                                                                                                                                                                            ,
CKD,X018Y,Embolectomy of arteriovenous fistula                                                                                                                                                                                                                           ,
CKD,X018Z,Embolectomy of arteriovenous graft                                                                                                                                                                                                                             ,
CKD,X018a,Procedure on intraluminal device of arteriovenous fistula                                                                                                                                                                                                      ,
CKD,X018b,Insertion of intraluminal device into arteriovenous fistula                                                                                                                                                                                                    ,
CKD,X018c,Insertion of stent into arteriovenous fistula                                                                                                                                                                                                                  ,
CKD,X018d,Removal of intraluminal device from arteriovenous fistula                                                                                                                                                                                                      ,
CKD,X018e,Removal of stent from arteriovenous fistula                                                                                                                                                                                                                    ,
CKD,X018f,Adjustment of intraluminal device of arteriovenous fistula                                                                                                                                                                                                     ,
CKD,X018g,Adjustment of arteriovenous fistula stent                                                                                                                                                                                                                      ,
CKD,X018j,Banding of arteriovenous fistula                                                                                                                                                                                                                               ,
CKD,X018n,Exploration of arteriovenous fistula                                                                                                                                                                                                                           ,
CKD,X018o,Exploration of arteriovenous graft                                                                                                                                                                                                                             ,
CKD,X01AF,Intermittent haemodialysis                                                                                                                                                                                                                                     ,
CKD,X01AG,Intermittent haemodialysis with sequential ultrafiltration                                                                                                                                                                                                     ,
CKD,X01AH,Intermittent haemodialysis with continuous ultrafiltration                                                                                                                                                                                                     ,
CKD,X01AI,Continuous haemodialysis                                                                                                                                                                                                                                       ,
CKD,X01AJ,Continuous arteriovenous haemodialysis                                                                                                                                                                                                                         ,
CKD,X01AK,Continuous venovenous haemodialysis                                                                                                                                                                                                                            ,
CKD,X01AL,Haemofiltration                                                                                                                                                                                                                                                ,
CKD,X01AM,Intermittent haemofiltration                                                                                                                                                                                                                                   ,
CKD,X01AN,Continuous haemofiltration                                                                                                                                                                                                                                     ,
CKD,X01AO,Continuous arteriovenous haemofiltration                                                                                                                                                                                                                       ,
CKD,X01AP,Continuous venovenous haemofiltration                                                                                                                                                                                                                          ,
CKD,X01AQ,Haemodiafiltration                                                                                                                                                                                                                                             ,
CKD,X01AR,Intermittent haemodiafiltration                                                                                                                                                                                                                                ,
CKD,X01AS,Continuous haemodiafiltration                                                                                                                                                                                                                                  ,
CKD,X01AT,Continuous arteriovenous haemodiafiltration                                                                                                                                                                                                                    ,
CKD,X01AU,Continuous venovenous haemodiafiltration                                                                                                                                                                                                                       ,
CKD,X01AY,Plasma filtration                                                                                                                                                                                                                                              ,
CKD,X30D2,Xenograft renal transplant                                                                                                                                                                                                                                     ,
CKD,X30J0,End stage renal failure                                                                                                                                                                                                                                        ,
CKD,X30J1,"End stage renal failure, untreated by RRT                                                                                                                                                                                                                      ",
CKD,X30J2,End stage renal failure on dialysis                                                                                                                                                                                                                            ,
CKD,X30J3,End stage renal failure with renal transplant                                                                                                                                                                                                                  ,
CKD,X30Lp,Disorder associated with dialysis                                                                                                                                                                                                                              ,
CKD,X30Lq,Acute disorder of haemodialysis                                                                                                                                                                                                                                ,
CKD,X30Lr,Dialysis disequilibrium                                                                                                                                                                                                                                        ,
CKD,X30Ls,First use syndrome of dialysis                                                                                                                                                                                                                                 ,
CKD,X30Lt,Anaphylactoid reaction to dialysis                                                                                                                                                                                                                             ,
CKD,X30Lu,Hyperchloraemic acidosis associated with dialysis                                                                                                                                                                                                              ,
CKD,X30Lv,Hard water syndrome                                                                                                                                                                                                                                            ,
CKD,X30Lw,Long-term disorder of dialysis                                                                                                                                                                                                                                 ,
CKD,X30Lx,Beta-2 microglobulin amyloidosis                                                                                                                                                                                                                               ,
CKD,X30Ly,Beta-2 microglobulin arthropathy                                                                                                                                                                                                                               ,
CKD,X30Lz,Matrix stone formation of dialysis                                                                                                                                                                                                                             ,
CKD,X30M0,Aluminium intoxication                                                                                                                                                                                                                                         ,
CKD,X30M1,Aluminium bone disease                                                                                                                                                                                                                                         ,
CKD,X30M2,Aluminium-related osteomalacia                                                                                                                                                                                                                                 ,
CKD,X30M3,Aluminium-related fracturing osteodystrophy                                                                                                                                                                                                                    ,
CKD,X30M4,Polyserositis syndrome of dialysis                                                                                                                                                                                                                             ,
CKD,X30M5,Underdialysis                                                                                                                                                                                                                                                  ,
CKD,X30M6,Adynamic bone disease                                                                                                                                                                                                                                          ,
CKD,X30M7,Disorders associated with peritoneal dialysis                                                                                                                                                                                                                  ,
CKD,X30M8,Pain during inflow of dialysate                                                                                                                                                                                                                                ,
CKD,X30M9,Pain during outflow of dialysate                                                                                                                                                                                                                               ,
CKD,X30MB,Bloodstained peritoneal dialysis effluent                                                                                                                                                                                                                      ,
CKD,X30MC,Peritoneal dialysis catheter exit site infection                                                                                                                                                                                                               ,
CKD,X30MD,Peritoneal dialysis catheter tunnel infection                                                                                                                                                                                                                  ,
CKD,X30ME,Loss of ultrafiltration                                                                                                                                                                                                                                        ,
CKD,X30MF,Loss of solute clearance                                                                                                                                                                                                                                       ,
CKD,X30MG,Disorder of peritoneal dialysis catheter                                                                                                                                                                                                                       ,
CKD,X30MH,Obstruction of peritoneal dialysis catheter                                                                                                                                                                                                                    ,
CKD,X30MI,Migration of peritoneal dialysis catheter                                                                                                                                                                                                                      ,
CKD,X30MJ,Omental wrapping around peritoneal dialysis catheter                                                                                                                                                                                                           ,
CKD,X30MK,Poor drainage of peritoneal dialysis catheter                                                                                                                                                                                                                  ,
CKD,X30ML,Extrusion of peritoneal dialysis catheter cuff                                                                                                                                                                                                                 ,
CKD,X30MM,Misplacement of acute peritoneal dialysis catheter                                                                                                                                                                                                             ,
CKD,X30MN,Renal transplant disorder                                                                                                                                                                                                                                      ,
CKD,X30MO,Primary non-function of renal transplant                                                                                                                                                                                                                       ,
CKD,X30MP,Renal transplant rejection                                                                                                                                                                                                                                     ,
CKD,X30MQ,Hyperacute rejection of renal transplant                                                                                                                                                                                                                       ,
CKD,X30MR,Accelerated rejection of renal transplant                                                                                                                                                                                                                      ,
CKD,X30MS,Very mild acute rejection of renal transplant                                                                                                                                                                                                                  ,
CKD,X30MT,Acute rejection of renal transplant                                                                                                                                                                                                                            ,
CKD,X30MU,Acute rejection of renal transplant - grade I                                                                                                                                                                                                                  ,
CKD,X30MV,Acute rejection of renal transplant - grade II                                                                                                                                                                                                                 ,
CKD,X30MW,Acute rejection of renal transplant - grade III                                                                                                                                                                                                                ,
CKD,X30MX,Chronic rejection of renal transplant                                                                                                                                                                                                                          ,
CKD,X30MY,Chronic rejection of renal transplant - grade 1                                                                                                                                                                                                                ,
CKD,X30MZ,Chronic rejection of renal transplant - grade II                                                                                                                                                                                                               ,
CKD,X30Ma,Chronic rejection of renal transplant - grade III                                                                                                                                                                                                              ,
CKD,X30Mb,Acute-on-chronic rejection of renal transplant                                                                                                                                                                                                                 ,
CKD,X30Mc,Failed renal transplant                                                                                                                                                                                                                                        ,
CKD,X30Md,Perfusion injury of renal transplant                                                                                                                                                                                                                           ,
CKD,X30Mg,Transplant glomerulopathy                                                                                                                                                                                                                                      ,
CKD,X30Mh,Transplant glomerulopathy - early form                                                                                                                                                                                                                         ,
CKD,X30Mi,Transplant glomerulopathy - late form                                                                                                                                                                                                                          ,
CKD,X30NN,Perirenal and periureteric post-transplant lymphocele                                                                                                                                                                                                          ,
CKD,X40bz,Renewal of chronic ambulatory peritoneal dialysis catheter                                                                                                                                                                                                     ,
CKD,X40c0,Adjustment chronic ambulatory peritoneal dialysis catheter                                                                                                                                                                                                     ,
CKD,X40c1,Aspiration chronic ambulatory peritoneal dialysis catheter                                                                                                                                                                                                     ,
CKD,X40c2,Flushing of chronic ambulatory peritoneal dialysis catheter                                                                                                                                                                                                    ,
CKD,X40c3,Continuous ambulatory peritoneal dialysis                                                                                                                                                                                                                      ,
CKD,X40c4,Continuous cycling peritoneal dialysis                                                                                                                                                                                                                         ,
CKD,X40c5,Intermittent peritoneal dialysis                                                                                                                                                                                                                               ,
CKD,X40c6,Tidal peritoneal dialysis                                                                                                                                                                                                                                      ,
CKD,X40c7,Night-time intermittent peritoneal dialysis                                                                                                                                                                                                                    ,
CKD,XE0Fh,Creation of arteriovenous fistula NEC                                                                                                                                                                                                                          ,
CKD,XE0Fh,Creation of arteriovenous fistula NEC                                                                                                                                                                                                                          ,
CKD,XE0Fj,Repair of acquired arteriovenous fistula                                                                                                                                                                                                                       ,
CKD,XE0Fj,Repair of acquired arteriovenous fistula                                                                                                                                                                                                                       ,
CKD,XE0Jf,Compensation for renal failure                                                                                                                                                                                                                                 ,
CKD,XE0Jf,Compensation for renal failure                                                                                                                                                                                                                                 ,
CKD,XE0Jg,Renal dialysis                                                                                                                                                                                                                                                 ,
CKD,XE0Jg,Renal dialysis                                                                                                                                                                                                                                                 ,
CKD,XE0kD,Renal dialysis (& haemodialysis)                                                                                                                                                                                                                               ,
CKD,XE21r,Mechanical failure of apparatus during kidney dialysis                                                                                                                                                                                                         ,
CKD,XE21r,Mechanical failure of apparatus during kidney dialysis                                                                                                                                                                                                         ,
CKD,XE2u6,Chronic ambulatory peritoneal dialysis catheter procedure                                                                                                                                                                                                      ,
CKD,Xa0Ex,Peritoneal dialysis-associated peritonitis                                                                                                                                                                                                                     ,
CKD,Xa0FB,Percutaneous balloon angioplasty of arteriovenous fistula                                                                                                                                                                                                      ,
CKD,Xa0Gm,Percutaneous embolectomy of arteriovenous fistula                                                                                                                                                                                                              ,
CKD,Xa0H7,Percutaneous thrombolysis of arteriovenous fistula                                                                                                                                                                                                             ,
CKD,Xa0HK,Unexplained episode of renal transplant dysfunction                                                                                                                                                                                                            ,
CKD,Xa0HL,Pre-existing disease in renal transplant                                                                                                                                                                                                                       ,
CKD,Xa0ol,Procedure related to surgical arteriovenous connection                                                                                                                                                                                                         ,
CKD,Xa0x1,Removal of arteriovenous shunt                                                                                                                                                                                                                                 ,
CKD,Xa1dw,Transplant kidney                                                                                                                                                                                                                                              ,
CKD,Xa24I,Acquired renal arteriovenous fistula                                                                                                                                                                                                                           ,
CKD,Xa3x6,Kidney replacement                                                                                                                                                                                                                                             ,
CKD,Xa402,Extracorporeal kidney                                                                                                                                                                                                                                          ,
CKD,Xa8S7,Haemodialysis                                                                                                                                                                                                                                                  ,
CKD,Xa8S7,Haemodialysis                                                                                                                                                                                                                                                  ,
CKD,Xa9zl,Dependence on renal dialysis                                                                                                                                                                                                                                   ,
CKD,XaBrA,Haemodialysis procedure                                                                                                                                                                                                                                        ,
CKD,XaC2Z,[X] Peritoneal dialysis associated peritonitis                                                                                                                                                                                                                 ,
CKD,XaE9T,Donor renal transplantation                                                                                                                                                                                                                                    ,
CKD,XaLiG,Thrombectomy of arteriovenous fistula                                                                                                                                                                                                                          ,
CKD,XaLiH,Creation of graft fistula for dialysis                                                                                                                                                                                                                         ,
CKD,XaM1o,"Allotransplantation of kidney from cadaver, heart-beating                                                                                                                                                                                                      ",
CKD,XaM1p,"Allotransplantation kidney from cadaver, heart non-beating                                                                                                                                                                                                     ",
CKD,XaM2A,Automated peritoneal dialysis                                                                                                                                                                                                                                  ,
CKD,XaMKM,Allotransplantation of kidney from cadaver NEC                                                                                                                                                                                                                 ,
CKD,XaMMt,Peritoneal dialysis NEC                                                                                                                                                                                                                                        ,
CKD,XaMtq,Extracorporeal albumin haemodialysis                                                                                                                                                                                                                           ,
CKD,XaOmL,Ligation of arteriovenous dialysis fistula                                                                                                                                                                                                                     ,
CKD,XaOoH,Ligation of arteriovenous dialysis graft                                                                                                                                                                                                                       ,
CKD,XaREO,Continuous ambulatory peritoneal dialysis associated perit                                                                                                                                                                                                     ,
CKD,XaZWa,Urological complication of renal transplant                                                                                                                                                                                                                    ,
CKD,XaZYx,Vascular complication of renal transplant                                                                                                                                                                                                                      ,
CKD,XaZc8,Ruptured aneurysm of dialysis vascular access                                                                                                                                                                                                                  ,
CKD,XaZcQ,Aneurysm of superficialised artery of dialysis AV fistula                                                                                                                                                                                                      ,
CKD,XaZcU,Aneurysm of dialysis arteriovenous fistula                                                                                                                                                                                                                     ,
CKD,XaZcX,Aneurysm of needle site of dialysis arteriovenous fistula                                                                                                                                                                                                      ,
CKD,XaZcd,Aneurysm of anastomotic site of dialysis AV fistula                                                                                                                                                                                                            ,
CKD,XaZdk,Thrombus in peritoneal dialysis catheter                                                                                                                                                                                                                       ,
CKD,XaZe2,Rupture of artery of transplanted kidney                                                                                                                                                                                                                       ,
CKD,XaZe3,Rupture of vein of transplanted kidney                                                                                                                                                                                                                         ,
CKD,XaZe7,Stenosis of vein of transplanted kidney                                                                                                                                                                                                                        ,
CKD,XaZkw,Aneurysm of vein of transplanted kidney                                                                                                                                                                                                                        ,
CKD,XaZl0,Aneurysm of artery of transplanted kidney                                                                                                                                                                                                                      ,
CKD,XaZlu,Stenosis of dialysis vascular access                                                                                                                                                                                                                           ,
CKD,XaZlv,Thrombosis of dialysis vascular access                                                                                                                                                                                                                         ,
CKD,XaZmp,Anaphylactoid reaction due to haemodialysis                                                                                                                                                                                                                    ,
CKD,Xaa2O,Thrombosis of artery of transplanted kidney                                                                                                                                                                                                                    ,
CKD,Xaa2Q,Thrombosis of vein of transplanted kidney                                                                                                                                                                                                                      ,
CKD,Xaa5S,Occlusion of dialysis vascular access                                                                                                                                                                                                                          ,
CKD,Xaa5T,Infection of dialysis vascular access                                                                                                                                                                                                                          ,
CKD,Xaa5U,Haemorrhage of dialysis vascular access                                                                                                                                                                                                                        ,
CKD,Xaa5W,Stenosis of dialysis arteriovenous graft                                                                                                                                                                                                                       ,
CKD,Xaa5X,Stenosis of dialysis arteriovenous shunt                                                                                                                                                                                                                       ,
CKD,Xaa5e,Thrombosis of dialysis arteriovenous graft                                                                                                                                                                                                                     ,
CKD,Xaa5f,Thrombosis of dialysis arteriovenous fistula                                                                                                                                                                                                                   ,
CKD,Xaa5g,Thrombosis of dialysis arteriovenous shunt                                                                                                                                                                                                                     ,
CKD,Xaa5h,Occlusion of dialysis arteriovenous graft                                                                                                                                                                                                                      ,
CKD,Xaa5i,Occlusion of dialysis arteriovenous fistula                                                                                                                                                                                                                    ,
CKD,Xaa5j,Occlusion of dialysis arteriovenous shunt                                                                                                                                                                                                                      ,
CKD,Xaa6n,Infection of dialysis arteriovenous graft                                                                                                                                                                                                                      ,
CKD,Xaa6o,Infection of dialysis arteriovenous fistula                                                                                                                                                                                                                    ,
CKD,Xaa7F,Infection of dialysis arteriovenous shunt                                                                                                                                                                                                                      ,
CKD,Xaa7H,Haemorrhage of dialysis arteriovenous graft                                                                                                                                                                                                                    ,
CKD,Xaa7I,Haemorrhage of dialysis arteriovenous fistula                                                                                                                                                                                                                  ,
CKD,Xaa7J,Haemorrhage of dialysis arteriovenous shunt                                                                                                                                                                                                                    ,
CKD,Xaa7K,Rupture of dialysis arteriovenous graft                                                                                                                                                                                                                        ,
CKD,XaaEx,Stenosis of arterial side of dialysis arteriovenous shunt                                                                                                                                                                                                      ,
CKD,XaaEy,Stenosis of venous side of dialysis arteriovenous shunt                                                                                                                                                                                                        ,
CKD,ZV420,[V]Kidney transplanted                                                                                                                                                                                                                                         ,
CKD,ZV451,[V]Renal dialysis status                                                                                                                                                                                                                                       ,
CKD,ZV56.,[V]Aftercare involving intermittent dialysis                                                                                                                                                                                                                   ,
CKD,ZV560,[V]Aftercare involving extracorporeal dialysis                                                                                                                                                                                                                 ,
CKD,ZV560,[V]Aftercare involving extracorporeal dialysis                                                                                                                                                                                                                 ,
CKD,ZV561,[V]Preparatory care for dialysis                                                                                                                                                                                                                               ,
CKD,ZV56y,[V]Other specified aftercare involving intermittent dialysis                                                                                                                                                                                                   ,
CKD,ZV56z,[V]Unspecified aftercare involving intermittent dialysis                                                                                                                                                                                                       ,
CKD,ZVu3G,[X]Other dialysis                                                                                                                                                                                                                                              ,
