Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,91596020,Clopixol 200mg/1ml solution for injection ampoules (Lundbeck Ltd),res41: Depot APDs,drug
Multilex,92200020,Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules,res41: Depot APDs,drug
Multilex,91989020,Piportil Depot 100mg/2ml solution for injection ampoules (Sanofi),res41: Depot APDs,drug
Multilex,92212020,Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules,res41: Depot APDs,drug
Multilex,92204020,Fluphenazine decanoate 50mg/2ml solution for injection ampoules,res41: Depot APDs,drug
Multilex,92202020,Fluphenazine decanoate 25mg/1ml solution for injection ampoules,res41: Depot APDs,drug
Multilex,92210020,Modecate 50mg/2ml solution for injection ampoules (Sanofi),res41: Depot APDs,drug
Multilex,92208020,Modecate 25mg/1ml solution for injection ampoules (Sanofi),res41: Depot APDs,drug
Multilex,92206020,Modecate 12.5mg/0.5ml solution for injection ampoules (Sanofi),res41: Depot APDs,drug
Multilex,92218020,Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi),res41: Depot APDs,drug
Multilex,92216020,Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi),res41: Depot APDs,drug
Multilex,99847020,Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes,res41: Depot APDs,drug
Multilex,99845020,Paliperidone 100mg/1ml suspension for injection pre-filled syringes,res41: Depot APDs,drug
Multilex,99849020,Xeplion 50mg/0.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd),res41: Depot APDs,drug
Multilex,99851020,Xeplion 75mg/0.75ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd),res41: Depot APDs,drug
Multilex,99853020,Xeplion 100mg/1ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd),res41: Depot APDs,drug
Multilex,99855020,Xeplion 150mg/1.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd),res41: Depot APDs,drug
