Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,55210020,Zoleptil 50 tablets (Movianto UK Ltd),res36: Atypical APDs,drug
Multilex,72576020,Clozaril 25mg tablets (Novartis Pharmaceuticals UK Ltd),res36: Atypical APDs,drug
Multilex,87950020,Abilify 10mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,87944020,Aripiprazole 10mg tablets,res36: Atypical APDs,drug
Multilex,88668020,Abilify 5mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,87948020,Aripiprazole 30mg tablets,res36: Atypical APDs,drug
Multilex,55209020,Zoleptil 25 tablets (Movianto UK Ltd),res36: Atypical APDs,drug
Multilex,87946020,Aripiprazole 15mg tablets,res36: Atypical APDs,drug
Multilex,87952020,Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,88666020,Aripiprazole 5mg tablets,res36: Atypical APDs,drug
Multilex,88169020,Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,88167020,Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,87954020,Abilify 30mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,73799020,Risperdal 1mg/ml liquid (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,94793020,Quetiapine 400mg modified-release tablets,res36: Atypical APDs,drug
Multilex,73800020,Risperdal 6mg tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,74786020,Risperidone 500microgram tablets (Actavis UK Ltd),res36: Atypical APDs,drug
Multilex,73798020,Risperdal 4mg tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,73475020,Roxiam 300mg Capsule (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,73474020,Roxiam 150mg Capsule (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,73440020,Remoxipride 300mg capsule,res36: Atypical APDs,drug
Multilex,73441020,Remoxipride 75mg capsule,res36: Atypical APDs,drug
Multilex,69302020,Amisulpride 200mg tablets (A A H Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,98873020,Quetiapine 150mg modified-release tablets,res36: Atypical APDs,drug
Multilex,95791020,Seroquel XL 300mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,95789020,Seroquel XL 200mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,94973020,Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,94971020,Aripiprazole 9.75mg/1.3ml solution for injection vials,res36: Atypical APDs,drug
Multilex,97147020,Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,97145020,Clozapine 50mg tablets,res36: Atypical APDs,drug
Multilex,95793020,Seroquel XL 400mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,97151020,Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,97149020,Clozapine 200mg tablets,res36: Atypical APDs,drug
Multilex,97205020,Quetiapine 100mg/5ml oral suspension,res36: Atypical APDs,drug
Multilex,97203020,Quetiapine 100mg/5ml oral solution,res36: Atypical APDs,drug
Multilex,97155020,Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,97153020,Clozapine 50mg/ml oral suspension sugar free,res36: Atypical APDs,drug
Multilex,98875020,Seroquel XL 150mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,99745020,Quetiapine 25mg/5ml oral suspension,res36: Atypical APDs,drug
Multilex,90165020,Olanzapine 20mg Orodispersible tablet,res36: Atypical APDs,drug
Multilex,74841020,Risperidone 1mg tablets (Teva UK Ltd),res36: Atypical APDs,drug
Multilex,93739020,Paliperidone 3mg modified-release tablets,res36: Atypical APDs,drug
Multilex,88877020,Risperdal Quicklet 500microgram orodispersible tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,91139020,Aripiprazole 10mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,90167020,Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,92725020,Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,92723020,Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,91141020,Aripiprazole 15mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,91143020,Aripiprazole 1mg/ml oral solution,res36: Atypical APDs,drug
Multilex,92721020,Risperidone 4mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,91147020,Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,93741020,Paliperidone 6mg modified-release tablets,res36: Atypical APDs,drug
Multilex,94791020,Quetiapine 300mg modified-release tablets,res36: Atypical APDs,drug
Multilex,89950020,Amisulpride 25mg/5ml oral suspension,res36: Atypical APDs,drug
Multilex,73439020,Remoxipride 150mg capsule,res36: Atypical APDs,drug
Multilex,68224020,Amisulpride 200mg tablets (Zentiva),res36: Atypical APDs,drug
Multilex,68217020,Amisulpride 50mg tablets (Zentiva),res36: Atypical APDs,drug
Multilex,68222020,Amisulpride 100mg tablets (Zentiva),res36: Atypical APDs,drug
Multilex,65788020,Risperidone 50mg powder and solvent for suspension for injection vials,res36: Atypical APDs,drug
Multilex,59434020,Olanzapine 15mg tablets,res36: Atypical APDs,drug
