code,coding_system,description,entity,list_name,upload_date
Eu40211,Read,[X]Acrophobia,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40212,Read,[X]Animal phobias,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40213,Read,[X]Claustrophobia,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40214,Read,[X]Simple phobia,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40299,Read,Needle phobia,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40300,Read,[X]Needle phobia,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40y00,Read,[X]Other phobic anxiety disorders,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40z00,Read,[X]Phobic anxiety disorder; unspecified,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40z11,Read,[X]Phobia NOS,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu40z12,Read,[X]Phobic state NOS,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41.00,Read,[X]Other anxiety disorders,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41000,Read,[X]Panic disorder [episodic paroxysmal anxiety],diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41011,Read,[X]Panic attack,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41012,Read,[X]Panic state,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41100,Read,[X]Generalized anxiety disorder,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41111,Read,[X]Anxiety neurosis,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41200,Read,[X]Mixed anxiety and depressive disorder,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41211,Read,[X]Mild anxiety depression,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41300,Read,[X]Other mixed anxiety disorders,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41y00,Read,[X]Other specified anxiety disorders,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41y11,Read,[X]Anxiety hysteria,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu41z00,Read,[X]Anxiety disorder; unspecified,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu42.00,Read,[X]Obsessive - compulsive disorder,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu42000,Read,[X]Predominantly obsessional thoughts or ruminations,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu42.12,Read,[X]Obsessive-compulsive neurosis,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu42200,Read,[X]Mixed obsessional thoughts and acts,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu42y00,Read,[X]Other obsessive-compulsive disorders,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu42z00,Read,[X]Obsessive-compulsive disorder; unspecified,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu43013,Read,[X]Combat fatigue,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu43100,Read,[X]Post - traumatic stress disorder,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu43300,Read,[X]Acute post-traumatic stress disorder follow military comb,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu43400,Read,[X]Chron post-traumatic stress disorder follow military comb,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu43500,Read,[X]Delayed post-traumat stress disorder follow military comb,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu93000,Read,[X]Separation anxiety disorder of childhood,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu93100,Read,[X]Phobic anxiety disorder of childhood,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu93200,Read,[X]Social anxiety disorder of childhood,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Eu93y12,Read,[X]Childhood overanxious disorder,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Z481.00,Read,Phobia counselling,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Z4L1.00,Read,Anxiety counselling,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
Z522600,Read,Flooding - obsessional compulsive disorder,diagnostic,836 - res173: Anxiety (Read codes),2020-10-14
