Coding System (OXMIS Read),Codes,Description,Entity type,Category
Read,N142.11,Low back pain,back pain,diagnostic
Read,N140A00,Lumbar spinal stenosis secondary to other disease,back pain,diagnostic
Read,N140800,Degenerative lumbar spinal stenosis,back pain,diagnostic
Read,N145.12,Back pain; unspecified,back pain,diagnostic
Read,N140z00,Spinal stenosis NOS,back pain,diagnostic
Read,N140600,Thoracic spinal stenosis secondary to other disease,back pain,diagnostic
Read,J3A3.00,Simple sciatic hernia,back pain,diagnostic
Read,N147100,Hypermobility of the coccyx,back pain,diagnostic
Read,N146000,Lumbosacral ankylosis,back pain,diagnostic
Read,N147211,Pain in coccyx,back pain,diagnostic
Read,16CA.00,Mechanical low back pain,back pain,diagnostic
Read,n142.00,Pain in lumbar spine,back pain,diagnostic
Read,16C9.00,Chronic low back pain,back pain,diagnostic
Read,N143.11,Acute back pain with sciatica,back pain,diagnostic
Read,N145.00,Backache; unspecified,back pain,diagnostic
