Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,55642020,Dosulepin 25mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,55417020,Surmontil 25mg tablets (Sanofi),res41: Tricyclic ADDs,drug
Multilex,55386020,Anafranil 10mg capsules (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55416020,Surmontil 10mg tablets (Sanofi),res41: Tricyclic ADDs,drug
Multilex,55392020,Anafranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55387020,Anafranil 25mg capsules (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55388020,Anafranil 50mg capsules (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55403020,Tofranil 25mg tablets (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55396020,Anafranil SR 75mg tablets (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55402020,Tofranil 10mg Tablet (Novartis Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,60229020,Amitriptyline 10mg/ml injection,res41: Tricyclic ADDs,drug
Multilex,55469020,Sinequan 75mg capsules (Pfizer Ltd),res41: Tricyclic ADDs,drug
Multilex,55445020,Tryptizol 10mg/ml Injection (Merck Sharp & Dohme Ltd),res41: Tricyclic ADDs,drug
Multilex,55432020,Gamanil 70mg tablets (Merck Serono Ltd),res41: Tricyclic ADDs,drug
Multilex,55418020,Surmontil 50mg capsules (Sanofi),res41: Tricyclic ADDs,drug
Multilex,55442020,Tryptizol 50mg Tablet (Merck Sharp & Dohme Ltd),res41: Tricyclic ADDs,drug
Multilex,55440020,Tryptizol 10mg Tablet (Merck Sharp & Dohme Ltd),res41: Tricyclic ADDs,drug
Multilex,55441020,Tryptizol 25mg Tablet (Merck Sharp & Dohme Ltd),res41: Tricyclic ADDs,drug
Multilex,55466020,Sinequan 50mg capsules (Pfizer Ltd),res41: Tricyclic ADDs,drug
Multilex,55456020,Prothiaden 25mg capsules (Teofarma),res41: Tricyclic ADDs,drug
Multilex,55446020,Tryptizol mr 75mg Modified-release capsule (Merck Sharp & Dohme Ltd),res41: Tricyclic ADDs,drug
Multilex,55450020,Tryptizol 10mg/5ml sugar free Oral solution (Merck Sharp and Dohme Ltd),res41: Tricyclic ADDs,drug
Multilex,55465020,Sinequan 25mg capsules (Pfizer Ltd),res41: Tricyclic ADDs,drug
Multilex,55457020,Prothiaden 75mg tablets (Teofarma),res41: Tricyclic ADDs,drug
Multilex,55464020,Sinequan 10mg capsules (Pfizer Ltd),res41: Tricyclic ADDs,drug
Multilex,55687020,Amitriptyline 50mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,55686020,Amitriptyline 25mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,60224020,Amitriptyline 75mg modified-release capsules,res41: Tricyclic ADDs,drug
Multilex,55646020,Lofepramine 70mg/5ml Oral suspension (Rosemont Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,57825020,Clomipramine 25mg capsules (IVAX Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,57824020,Clomipramine 10mg capsules (IVAX Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,56943020,Dosulepin 75mg tablets (Actavis UK Ltd),res41: Tricyclic ADDs,drug
Multilex,55688020,Amitriptyline 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,56517020,Lofepramine 70mg tablets (IVAX Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,57111020,Prepadine 75mg tablets (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,57022020,Lofepramine 70mg tablets (Actavis UK Ltd),res41: Tricyclic ADDs,drug
Multilex,57110020,Prepadine 25mg capsules (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,60055020,Lofepramine 70mg tablets (Sterwin Medicines),res41: Tricyclic ADDs,drug
Multilex,58951020,Amitriptyline 50mg tablets,res41: Tricyclic ADDs,drug
Multilex,58950020,Amitriptyline 25mg tablets,res41: Tricyclic ADDs,drug
Multilex,57826020,Clomipramine 50mg capsules (IVAX Pharmaceuticals UK Ltd),res41: Tricyclic ADDs,drug
Multilex,58949020,Amitriptyline 10mg tablets,res41: Tricyclic ADDs,drug
Multilex,59528020,Praminil 10mg Tablet (DDSA Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,59132020,Elavil 10mg Tablet (DDSA Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,59084020,Lofepramine 70mg tablets (A A H Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,59430020,Imipramine 25mg tablets,res41: Tricyclic ADDs,drug
Multilex,59282020,Lofepramine 70mg Tablet (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,59429020,Imipramine 10mg tablets,res41: Tricyclic ADDs,drug
Multilex,68383020,Dosulepin 75mg tablets (Almus Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,62835020,Dosulepin 25mg/5ml oral solution sugar free,res41: Tricyclic ADDs,drug
Multilex,61464020,Clomipramine 25mg capsules,res41: Tricyclic ADDs,drug
Multilex,56699020,Dothapax 75 tablets (Ashbourne Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,61463020,Clomipramine 10mg capsules,res41: Tricyclic ADDs,drug
Multilex,61097020,Trazodone 100mg capsules (A A H Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,60465020,Dosulepin 75mg tablets (Generics (UK) Ltd),res41: Tricyclic ADDs,drug
Multilex,61096020,Trazodone 50mg capsules (A A H Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,62834020,Dosulepin 75mg tablets,res41: Tricyclic ADDs,drug
Multilex,62179020,Dosulepin 25mg capsules (Sovereign Medical Ltd),res41: Tricyclic ADDs,drug
Multilex,61465020,Clomipramine 50mg capsules,res41: Tricyclic ADDs,drug
Multilex,62045020,Fluphenazine with nortriptyline 500microgramswith10mg Tablet,res41: Tricyclic ADDs,drug
Multilex,61469020,Clomipramine 25mg/5ml oral solution,res41: Tricyclic ADDs,drug
Multilex,61473020,Clomipramine 75mg modified-release tablets,res41: Tricyclic ADDs,drug
Multilex,62833020,Dosulepin 25mg capsules,res41: Tricyclic ADDs,drug
Multilex,62276020,Trazodone 150mg tablets (Zentiva),res41: Tricyclic ADDs,drug
Multilex,62274020,Trazodone 50mg capsules (Zentiva),res41: Tricyclic ADDs,drug
Multilex,62275020,Trazodone 100mg capsules (Zentiva),res41: Tricyclic ADDs,drug
Multilex,62363020,Trazodone 150mg tablets (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,62361020,Trazodone 50mg capsules (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,62362020,Trazodone 100mg capsules (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,68380020,Dosulepin 25mg capsules (Almus Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,64731020,Mianserin 30mg tablets,res41: Tricyclic ADDs,drug
Multilex,62857020,Doxepin 75mg capsules,res41: Tricyclic ADDs,drug
Multilex,62852020,Doxepin 50mg capsules,res41: Tricyclic ADDs,drug
Multilex,62850020,Doxepin 10mg capsules,res41: Tricyclic ADDs,drug
Multilex,62851020,Doxepin 25mg capsules,res41: Tricyclic ADDs,drug
Multilex,64729020,Mianserin 10mg tablets,res41: Tricyclic ADDs,drug
Multilex,62913020,Trazodone 150mg tablets (Generics (UK) Ltd),res41: Tricyclic ADDs,drug
Multilex,62911020,Trazodone 50mg capsules (Generics (UK) Ltd),res41: Tricyclic ADDs,drug
Multilex,62912020,Trazodone 100mg capsules (Generics (UK) Ltd),res41: Tricyclic ADDs,drug
Multilex,64035020,Lofepramine 70mg/5ml oral suspension sugar free,res41: Tricyclic ADDs,drug
Multilex,63443020,Dosulepin 25mg capsules (Kent Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,64034020,Lofepramine 70mg tablets,res41: Tricyclic ADDs,drug
Multilex,67282020,Trimipramine 50mg capsules,res41: Tricyclic ADDs,drug
Multilex,67151020,Trazodone 50mg capsules,res41: Tricyclic ADDs,drug
Multilex,65154020,Nortriptyline 25mg tablets,res41: Tricyclic ADDs,drug
Multilex,65153020,Nortriptyline 10mg tablets,res41: Tricyclic ADDs,drug
Multilex,66765020,Dosulepin 25mg capsules (Sandoz Ltd),res41: Tricyclic ADDs,drug
Multilex,65592020,Perphenazine 2mg with Amitriptyline 10mg tablet,res41: Tricyclic ADDs,drug
Multilex,65593020,Perphenazine 2mg with Amitriptyline 25mg tablet,res41: Tricyclic ADDs,drug
Multilex,67281020,Trimipramine 25mg tablets,res41: Tricyclic ADDs,drug
Multilex,67153020,Trazodone 150mg tablets,res41: Tricyclic ADDs,drug
Multilex,67152020,Trazodone 100mg capsules,res41: Tricyclic ADDs,drug
Multilex,67280020,Trimipramine 10mg tablets,res41: Tricyclic ADDs,drug
Multilex,67156020,Trazodone 50mg/5ml oral solution sugar free,res41: Tricyclic ADDs,drug
Multilex,71736020,Trimipramine 25mg tablets (A A H Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,71733020,Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,68725020,Amitriptyline 25mg / Chlordiazepoxide 10mg capsules,res41: Tricyclic ADDs,drug
Multilex,68724020,Amitriptyline 12.5mg / Chlordiazepoxide 5mg capsules,res41: Tricyclic ADDs,drug
Multilex,70948020,Amitriptyline 25mg tablets (Almus Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,68729020,Amitriptyline 25mg / Perphenazine 2mg tablets,res41: Tricyclic ADDs,drug
Multilex,68803020,Imipramine 10mg tablets (Teva UK Ltd),res41: Tricyclic ADDs,drug
Multilex,97461020,Dosulepin 100mg/5ml oral solution,res41: Tricyclic ADDs,drug
Multilex,84816020,Thaden 25mg capsules (Opus Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,75330020,Amitriptyline 25mg/5ml oral solution sugar free,res41: Tricyclic ADDs,drug
Multilex,75329020,Amitriptyline 50mg/5ml oral solution sugar free,res41: Tricyclic ADDs,drug
Multilex,84171020,Lomont 70mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,75331020,Amitriptyline 10mg/5ml sugar free oral solution,res41: Tricyclic ADDs,drug
Multilex,77778020,Nortriptyline 25mg tablets (A A H Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,92459020,Sinepin 50mg capsules (Marlborough Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,84817020,Thaden 75mg tablets (Opus Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,92457020,Sinepin 25mg capsules (Marlborough Pharmaceuticals Ltd),res41: Tricyclic ADDs,drug
Multilex,96353020,Doxepin 25mg/5ml oral suspension,res41: Tricyclic ADDs,drug
Multilex,95021020,Clomipramine 50mg/5ml oral suspension,res41: Tricyclic ADDs,drug
Multilex,92481020,Amitriptyline oral solution,res41: Tricyclic ADDs,drug
Multilex,97872020,Imipramine 25mg/5ml oral solution sugar free,res41: Tricyclic ADDs,drug
