terminology,code,term,code_type
CTV3,PB616,Atresia of hepatic ducts,1.0
CTV3,PB61z,Biliary atresia NOS,1.0
CTV3,PB635,Alagille syndrome,1.0
CTV3,SP086,Liver transplant failure and rejection,1.0
CTV3,SP142,Hepatic failure as a complication of care,1.0
CTV3,SP143,Hepatorenal syndrome as a complication of care,1.0
CTV3,X2063,Oesophageal varices,1.0
CTV3,X20Uu,Balln tamponade oesophagus using Sengstaken-Blakemore tube,1.0
CTV3,X20Uv,Balloon tamponade of oesophagus using Minnesota tube,1.0
CTV3,X20Zz,Exploration of liver transplant,1.0
CTV3,X306h,Chronic viral hepatitis,1.0
CTV3,X306i,Chronic viral hepatitis B,1.0
CTV3,X306j,Chronic viral hepatitis B with hepatitis D,1.0
CTV3,X306k,Chronic viral hepatitis C,1.0
CTV3,X306l,Chronic non-A non-B hepatitis,1.0
CTV3,X306r,Alcoholic hepatitis,1.0
CTV3,X3071,Alcoholic liver disease,1.0
CTV3,X3072,Alcoholic fibrosis and sclerosis of liver,1.0
CTV3,X3073,Alcoholic hepatic failure,1.0
CTV3,X3076,Hepatic failure,1.0
CTV3,X3077,Liver failure NOS,1.0
CTV3,X3078,Hepatic failure NOS,1.0
CTV3,X3079,Fulminant hepatic failure,1.0
CTV3,X307A,Subfulminant hepatic failure,1.0
CTV3,X307C,Chronic hepatic failure,1.0
CTV3,X307G,Chronic lobular hepatitis,1.0
CTV3,X307I,Drug-induced chronic hepatitis,1.0
CTV3,X307L,Cirrhosis of liver,1.0
CTV3,X307M,Cirrhosis of liver NOS,1.0
CTV3,X307N,Florid cirrhosis,1.0
CTV3,X307O,Cryptogenic cirrhosis,1.0
CTV3,X307P,Indian childhood cirrhosis,1.0
CTV3,X307Q,Micronodular cirrhosis,1.0
CTV3,X307R,Portal cirrhosis,1.0
CTV3,X307S,"Laennec's cirrhosis, non-alcoholic",1.0
CTV3,X307T,Infectious cirrhosis,1.0
CTV3,X307U,Hypoxia-associated cirrhosis,1.0
CTV3,X307V,Toxic cirrhosis,1.0
CTV3,X307W,Fibrosis of liver,1.0
CTV3,X307X,Congenital hepatic fibrosis,1.0
CTV3,X307Y,Pericellular fibrosis of congenital syphilis,1.0
CTV3,X307Z,Hepatic sclerosis,1.0
CTV3,X307a,Portal and splenic vein sclerosis,1.0
CTV3,X307b,Hepatic fibrosis with hepatic sclerosis,1.0
CTV3,X307c,Intrahepatic phlebosclerosis and fibrosis,1.0
CTV3,X307x,Liver transplant disorder,1.0
CTV3,X307y,Liver transplant rejection,1.0
CTV3,X307z,Liver transplant failure,1.0
CTV3,X3085,Ichthyosis congenita with biliary atresia,1.0
CTV3,X7847,Intrahepatic biliary atresia,1.0
CTV3,X7848,Extrahepatic biliary atresia,1.0
CTV3,XE0CP,Other specified open operation on oesophageal varices,1.0
CTV3,XE0b4,Alcoholic cirrhosis of liver,1.0
CTV3,XE0b5,Cirrhosis - non-alcoholic,1.0
CTV3,XE0b6,Multilobular portal cirrhosis,1.0
CTV3,XE0b7,Cardiac portal cirrhosis,1.0
CTV3,XE0b8,Juvenile portal cirrhosis,1.0
CTV3,XE0bA,Non-alcoholic cirrhosis NOS,1.0
CTV3,XE0bC,Other sequelae of chronic liver disease,1.0
CTV3,XE0dD,(Cirrhos &/or chron liver dis) or (alcoholic liver disease),1.0
CTV3,XE0dF,Alcoholic liver damage NOS,1.0
CTV3,XE0dH,Chronic hepatitis (& [NOS]/[active B]/[active]/[persistent]),1.0
CTV3,XE0dJ,Biliary cirrhosis (& [primary]),1.0
CTV3,XE2up,Cirrhosis secondary to cholestasis,1.0
CTV3,Xa9C7,Cardiac cirrhosis,1.0
CTV3,XaBE3,Chronic alcoholic hepatitis,1.0
CTV3,XaBM6,Oesophageal varices in cirrhosis of the liver,1.0
CTV3,XaC1d,Oesophageal varices in alcoholic cirrhosis of the liver,1.0
CTV3,XaE6u,Oesophageal varices NOS,1.0
CTV3,XaJTk,Autoimmune hepatitis,1.0
CTV3,XaJxp,Acute hepatic failure due to drugs,1.0
CTV3,XaLdJ,Fibreopt endoscop rubber band ligation of upper GIT varices,1.0
CTV3,XaLde,Transplantation of liver cells,1.0
CTV3,XaLdf,Orthotopic transplantation of whole liver,1.0
CTV3,XaMMe,Orthotopic transplantation of liver NEC,1.0
CTV3,XaMuG,Compensation for liver failure,1.0
CTV3,XaMuH,Other specified compensation for liver failure,1.0
CTV3,XaMuI,Compensation for liver failure NOS,1.0
CTV3,XaPLW,Chronic hepatitis annual review,1.0
CTV3,XaREa,Liver disease due to cystic fibrosis,1.0
CTV3,XaXi9,Cystic fibrosis related cirrhosis,1.0
CTV3,XaYbp,Viral hepatitis with hepatic coma,1.0
CTV3,ZV427,[V]Liver transplanted,1.0
CTV3,ZV7C0,[V]Assessment for liver transplant,1.0
