Phenotype,Read code,Description,Category
SMOKING,XE0om,Ex-heavy cigarette smoker (20-39/day)                                                                                                                                                                                                                          ,E                                                 
SMOKING,XE0on,Ex-very heavy cigarette smoker (40+/day)                                                                                                                                                                                                                       ,E                                                 
SMOKING,XE0op,Ex-cigarette smoker amount unknown                                                                                                                                                                                                                             ,E                                                 
SMOKING,XE0oq,Cigarette smoker                                                                                                                                                                                                                                               ,S                                                 
SMOKING,XE0or,Smoking started                                                                                                                                                                                                                                                ,S                                                 
SMOKING,XE1b4,Tobacco dependence (& [dependent smoker])                                                                                                                                                                                                                      ,S                                                 
SMOKING,Xa1bv,Ex-cigarette smoker                                                                                                                                                                                                                                            ,E                                                 
SMOKING,XaBSp,Smoking restarted                                                                                                                                                                                                                                              ,S                                                 
SMOKING,XaIIu,Smoking reduced                                                                                                                                                                                                                                                ,S                                                 
SMOKING,XaIkW,Thinking about stopping smoking                                                                                                                                                                                                                                ,S                                                 
SMOKING,XaIkX,Ready to stop smoking                                                                                                                                                                                                                                          ,S                                                 
SMOKING,XaIkY,Not interested in stopping smoking                                                                                                                                                                                                                             ,S                                                 
SMOKING,XaItg,Reason for restarting smoking                                                                                                                                                                                                                                  ,S                                                 
SMOKING,XaJX2,Minutes from waking to first tobacco consumption                                                                                                                                                                                                               ,S                                                 
SMOKING,XaLQh,Wants to stop smoking                                                                                                                                                                                                                                          ,S                                                 
SMOKING,XaQ8V,Ex roll-up cigarette smoker                                                                                                                                                                                                                                    ,E                                                 
SMOKING,XaQUB,Current smoker annual review                                                                                                                                                                                                                                   ,S                                                 
SMOKING,XaQUC,Non-smoker annual review                                                                                                                                                                                                                                       ,N                                                 
SMOKING,XaQUI,Ex-smoker annual review                                                                                                                                                                                                                                        ,E                                                 
SMOKING,XaQzw,Recently stopped smoking                                                                                                                                                                                                                                       ,E                                                 
SMOKING,XaWNE,Failed attempt to stop smoking                                                                                                                                                                                                                                 ,S                                                 
SMOKING,XaXP6,Stopped smoking during pregnancy                                                                                                                                                                                                                               ,E                                                 
SMOKING,XaXP8,Stopped smoking before pregnancy                                                                                                                                                                                                                               ,E                                                 
SMOKING,XaXP9,Smoker before confirmation of pregnancy                                                                                                                                                                                                                        ,E                                                 
SMOKING,XaXYo,Tobacco smoke free home                                                                                                                                                                                                                                        ,N                                                 
SMOKING,XagO3,Occasional tobacco smoker                                                                                                                                                                                                                                      ,S                                                 
SMOKING,Y0983,Smoking status at 4 weeks - Smoker                                                                                                                                                                                                                             ,S                                                 
SMOKING,Y0984,Smoking status at 4 weeks - Ex-smoker                                                                                                                                                                                                                          ,E                                                 
SMOKING,Y0993,Smoking status between 4 and 52 weeks - Current non-smoker                                                                                                                                                                                                     ,N                                                 
SMOKING,Y0994,Smoking status between 4 and 52 weeks - Smoker                                                                                                                                                                                                                 ,S                                                 
SMOKING,Y099f,Smoking status at 52 weeks - Current non-smoker                                                                                                                                                                                                                ,N                                                 
SMOKING,Y09a0,Smoking status at 52 weeks - Smoker                                                                                                                                                                                                                            ,S                                                 
SMOKING,Y1152,Smoke free at 6 weeks confirmed by CO reading                                                                                                                                                                                                                  ,E                                                 
SMOKING,Y1153,Smoke free at 12 weeks confirmed by CO reading                                                                                                                                                                                                                 ,E                                                 
SMOKING,Y19d7,Stop Smoking Medication Offered                                                                                                                                                                                                                                ,S                                                 
SMOKING,Y2869,Wants to stop smoking                                                                                                                                                                                                                                          ,S                                                 
SMOKING,Y3985,Reduced Smoker                                                                                                                                                                                                                                                 ,S                                                 
SMOKING,Y6626,Ex cigar smoker                                                                                                                                                                                                                                                ,E                                                 
SMOKING,Y6627,Ex pipe smoker                                                                                                                                                                                                                                                 ,E                                                 
SMOKING,Y6628,Ex smoker                                                                                                                                                                                                                                                      ,E                                                 
SMOKING,Y7110,Heavy smoker - 20-39 cigs/day                                                                                                                                                                                                                                  ,S                                                 
SMOKING,Y7467,Light smoker - 1-9 cigs/day                                                                                                                                                                                                                                    ,S                                                 
SMOKING,Y7677,Moderate smoker - 10-19 cigs/d                                                                                                                                                                                                                                 ,S                                                 
SMOKING,Y9843,Very heavy smoker - 40+cigs/d                                                                                                                                                                                                                                  ,S                                                 
SMOKING,YA602,Contented smoker                                                                                                                                                                                                                                               ,S                                                 
SMOKING,ZV6D8,[V]Tobacco abuse counselling                                                                                                                                                                                                                                   ,S                                                 
