Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,35359020,Venlafaxine 75mg/5ml oral solution,res36: Other ADDs,drug
Multilex,74977020,Mirtazapine 45mg orodispersible tablets (Genus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,50957020,Pacitron 500mg Tablet (Rorer Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,67145020,Tranylcypromine 10mg tablets,res36: Other ADDs,drug
Multilex,49502020,Fluanxol 500microgram tablets (Lundbeck Ltd),res36: Other ADDs,drug
Multilex,50868020,Optimax 500mg tablets (Merck Serono Ltd),res36: Other ADDs,drug
Multilex,50620020,Nardil 15mg tablets (Archimedes Pharma UK Ltd),res36: Other ADDs,drug
Multilex,49503020,Fluanxol 1mg tablets (Lundbeck Ltd),res36: Other ADDs,drug
Multilex,50286020,Marplan 10mg Tablet (Cambridge Laboratories Ltd),res36: Other ADDs,drug
Multilex,96467020,Tifaxin XL 150mg capsules (Genus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,65635020,Phenelzine 15mg tablets,res36: Other ADDs,drug
Multilex,54687020,Venlafaxine 75mg tablets,res36: Other ADDs,drug
Multilex,54686020,Venlafaxine 37.5mg tablets,res36: Other ADDs,drug
Multilex,51010020,Parnate 10mg Tablet (Goldshield Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,51013020,Parstelin Tablet (GlaxoSmithKline Consumer Healthcare),res36: Other ADDs,drug
Multilex,65266020,Tranylcypromine 10mg tablets (AMCo),res36: Other ADDs,drug
Multilex,62025020,Flupentixol 500microgram tablets,res36: Other ADDs,drug
Multilex,54978020,Optimax wv Tablet (E. Merck),res36: Other ADDs,drug
Multilex,59180020,Isocarboxazid 10mg Tablet (Cambridge Laboratories Ltd),res36: Other ADDs,drug
Multilex,63795020,Moclobemide 150mg tablets (Teva UK Ltd),res36: Other ADDs,drug
Multilex,62026020,Flupentixol 1mg tablets,res36: Other ADDs,drug
Multilex,63638020,Isocarboxazid 10mg tablets,res36: Other ADDs,drug
Multilex,74967020,Mirtazapine 15mg orodispersible tablets (Genus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,68213020,Mirtazapine 30mg tablets (Actavis UK Ltd),res36: Other ADDs,drug
Multilex,67148020,Tranylcypromine with trifluoperazine Tablet,res36: Other ADDs,drug
Multilex,68128020,Mirtazapine 15mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,67310020,Tryptophan 500mg tablets,res36: Other ADDs,drug
Multilex,67314020,Tryptophan with ascorbic acid and pyridoxine powder,res36: Other ADDs,drug
Multilex,71994020,Manerix 150mg tablets (Meda Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,71074020,Mirtazapine 15mg tablets (Genus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,69003020,Trifluoperazine with tranylcypromine 1mg + 10mg Tablet,res36: Other ADDs,drug
Multilex,68484020,Mirtazapine 30mg tablets (A A H Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,70353020,Mirtazapine 15mg tablets (Arrow Generics Ltd),res36: Other ADDs,drug
Multilex,69827020,Mirtazapine 15mg tablets (A A H Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,69832020,Mirtazapine 45mg tablets (A A H Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,74708020,Mirtazapine 45mg orodispersible tablets (A A H Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,74665020,Mirtazapine 30mg orodispersible tablets (Actavis UK Ltd),res36: Other ADDs,drug
Multilex,72031020,Moclobemide 150mg tablets,res36: Other ADDs,drug
Multilex,71995020,Manerix 300mg tablets (Meda Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,74033020,Mirtazapine 45mg orodispersible tablets (Teva UK Ltd),res36: Other ADDs,drug
Multilex,72032020,Moclobemide 300mg tablets,res36: Other ADDs,drug
Multilex,74026020,Mirtazapine 15mg orodispersible tablets (Teva UK Ltd),res36: Other ADDs,drug
Multilex,74705020,Mirtazapine 30mg orodispersible tablets (A A H Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,74684020,Mirtazapine 15mg orodispersible tablets (Focus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,74668020,Mirtazapine 45mg orodispersible tablets (Actavis UK Ltd),res36: Other ADDs,drug
Multilex,74702020,Mirtazapine 15mg orodispersible tablets (A A H Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,74689020,Mirtazapine 45mg orodispersible tablets (Focus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,85163020,Efexor XL 75mg capsules (Pfizer Ltd),res36: Other ADDs,drug
Multilex,75309020,Mirtazapine 15mg tablets (Teva UK Ltd),res36: Other ADDs,drug
Multilex,76425020,Mirtazapine 15mg tablets (Actavis UK Ltd),res36: Other ADDs,drug
Multilex,85109020,Venlafaxine 150mg modified-release capsules,res36: Other ADDs,drug
Multilex,78577020,Mirtazapine 30mg orodispersible tablets (Almus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,76512020,Mirtazapine 15mg orodispersible tablets (Aurobindo Pharma Ltd),res36: Other ADDs,drug
Multilex,85108020,Venlafaxine 75mg modified-release capsules,res36: Other ADDs,drug
Multilex,84955020,Reboxetine 4mg tablets,res36: Other ADDs,drug
Multilex,84961020,Edronax 4mg tablets (Pfizer Ltd),res36: Other ADDs,drug
Multilex,96465020,Tifaxin XL 75mg capsules (Genus Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,87990020,Mirtazapine 15mg/ml oral solution sugar free,res36: Other ADDs,drug
Multilex,85164020,Efexor XL 150mg capsules (Pfizer Ltd),res36: Other ADDs,drug
Multilex,86971020,Zispin SolTab 30mg orodispersible tablets (Merck Sharp & Dohme Ltd),res36: Other ADDs,drug
Multilex,86969020,Mirtazapine 30mg orodispersible tablets,res36: Other ADDs,drug
Multilex,85247020,Mirtazapine 30mg tablets,res36: Other ADDs,drug
Multilex,85251020,Zispin 30mg tablets (Organon Laboratories Ltd),res36: Other ADDs,drug
Multilex,88845020,Duloxetine 30mg gastro-resistant capsules,res36: Other ADDs,drug
Multilex,87482020,Zispin SolTab 45mg orodispersible tablets (Merck Sharp & Dohme Ltd),res36: Other ADDs,drug
Multilex,87478020,Mirtazapine 45mg orodispersible tablets,res36: Other ADDs,drug
Multilex,87476020,Mirtazapine 15mg orodispersible tablets,res36: Other ADDs,drug
Multilex,87480020,Zispin SolTab 15mg orodispersible tablets (Merck Sharp & Dohme Ltd),res36: Other ADDs,drug
Multilex,96451020,ViePax XL 150mg tablets (Dexcel-Pharma Ltd),res36: Other ADDs,drug
Multilex,96239020,Rodomel XL 75mg capsules (Teva UK Ltd),res36: Other ADDs,drug
Multilex,88849020,Cymbalta 30mg gastro-resistant capsules (Eli Lilly and Company Ltd),res36: Other ADDs,drug
Multilex,88847020,Duloxetine 60mg gastro-resistant capsules,res36: Other ADDs,drug
Multilex,88879020,Mirtazapine 15mg tablets,res36: Other ADDs,drug
Multilex,88851020,Cymbalta 60mg gastro-resistant capsules (Eli Lilly and Company Ltd),res36: Other ADDs,drug
Multilex,89954020,Venlafaxine 37.5mg/5ml oral suspension,res36: Other ADDs,drug
Multilex,88881020,Mirtazapine 45mg tablets,res36: Other ADDs,drug
Multilex,96449020,ViePax XL 75mg tablets (Dexcel-Pharma Ltd),res36: Other ADDs,drug
Multilex,96331020,Tardcaps XL 150mg capsules (IXL Pharma Ltd),res36: Other ADDs,drug
Multilex,96329020,Tardcaps XL 75mg capsules (IXL Pharma Ltd),res36: Other ADDs,drug
Multilex,96241020,Rodomel XL 150mg capsules (Teva UK Ltd),res36: Other ADDs,drug
Multilex,96447020,Venlafaxine 150mg modified-release tablets,res36: Other ADDs,drug
Multilex,96357020,Vensir XL 150mg capsules (Morningside Healthcare Ltd),res36: Other ADDs,drug
Multilex,96355020,Vensir XL 75mg capsules (Morningside Healthcare Ltd),res36: Other ADDs,drug
Multilex,96445020,Venlafaxine 75mg modified-release tablets,res36: Other ADDs,drug
Multilex,96439020,ViePax 37.5mg tablets (Dexcel-Pharma Ltd),res36: Other ADDs,drug
Multilex,96441020,ViePax 75mg tablets (Dexcel-Pharma Ltd),res36: Other ADDs,drug
Multilex,96536020,Vexarin XL 150mg capsules (Generics (UK) Ltd),res36: Other ADDs,drug
Multilex,97656020,Ranfaxine XL 75mg capsules (Ranbaxy (UK) Ltd),res36: Other ADDs,drug
Multilex,96534020,Vexarin XL 75mg capsules (Generics (UK) Ltd),res36: Other ADDs,drug
Multilex,96475020,Politid XL 150mg capsules (Actavis UK Ltd),res36: Other ADDs,drug
Multilex,97351020,Foraven XL 75mg capsules (Forum Products Ltd),res36: Other ADDs,drug
Multilex,96614020,Venlafaxine 75mg modified-release capsules (Sandoz Ltd),res36: Other ADDs,drug
Multilex,96836020,Venlalic XL 150mg tablets (DB Ashbourne Ltd),res36: Other ADDs,drug
Multilex,96834020,Venlalic XL 75mg tablets (DB Ashbourne Ltd),res36: Other ADDs,drug
Multilex,96616020,Venlafaxine 150mg modified-release capsules (Sandoz Ltd),res36: Other ADDs,drug
Multilex,97030020,Valdoxan 25mg tablets (Servier Laboratories Ltd),res36: Other ADDs,drug
Multilex,96841020,Venlalic XL 225mg tablets (DB Ashbourne Ltd),res36: Other ADDs,drug
Multilex,96838020,Venlafaxine 225mg modified-release tablets,res36: Other ADDs,drug
Multilex,97028020,Agomelatine 25mg tablets,res36: Other ADDs,drug
Multilex,97003020,Venaxx XL 75mg capsules (AMCo),res36: Other ADDs,drug
Multilex,97005020,Venaxx XL 150mg capsules (AMCo),res36: Other ADDs,drug
Multilex,99681020,Venlalic XL 37.5mg tablets (DB Ashbourne Ltd),res36: Other ADDs,drug
Multilex,99210020,Venlaneo XL 150mg capsules (Kent Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,98348020,Tonpular XL 75mg capsules (Wockhardt UK Ltd),res36: Other ADDs,drug
Multilex,99208020,Venlaneo XL 75mg capsules (Kent Pharmaceuticals Ltd),res36: Other ADDs,drug
Multilex,98863020,Depefex XL 150mg capsules (Chiesi Ltd),res36: Other ADDs,drug
Multilex,98861020,Depefex XL 75mg capsules (Chiesi Ltd),res36: Other ADDs,drug
Multilex,99679020,Venlafaxine 37.5mg modified-release tablets,res36: Other ADDs,drug
