Phenotype,Read code,Description,Category
DEPRESSION,E1130,"Recurrent major depressive episodes, unspecified                                                                                                                                                                                                               ",Diagnosis of Depression                           
DEPRESSION,E1131,"Recurrent major depressive episodes, mild                                                                                                                                                                                                                      ",Diagnosis of Depression                           
DEPRESSION,E1132,"Recurrent major depressive episodes, moderate                                                                                                                                                                                                                  ",Diagnosis of Depression                           
DEPRESSION,E1133,"Recurrent major depressive episodes, severe, no psychosis                                                                                                                                                                                                      ",Diagnosis of Depression                           
DEPRESSION,E1134,"Recurrent major depressive episodes, severe, with psychosis                                                                                                                                                                                                    ",Diagnosis of Depression                           
DEPRESSION,E1135,"Recurrent major depressive episodes,partial/unspec remission                                                                                                                                                                                                   ",Diagnosis of Depression                           
DEPRESSION,E1136,"Recurrent major depressive episodes, in full remission                                                                                                                                                                                                         ",History of Depression                             
DEPRESSION,E1137,Recurrent depression                                                                                                                                                                                                                                           ,Diagnosis of Depression                           
DEPRESSION,E113z,Recurrent major depressive episode NOS                                                                                                                                                                                                                         ,Diagnosis of Depression                           
DEPRESSION,E118.,Seasonal affective disorder                                                                                                                                                                                                                                    ,Diagnosis of Depression                           
DEPRESSION,E11y2,Atypical depressive disorder                                                                                                                                                                                                                                   ,Diagnosis of Depression                           
DEPRESSION,E11z2,Masked depression                                                                                                                                                                                                                                              ,Diagnosis of Depression                           
DEPRESSION,E130.,Reactive depressive psychosis                                                                                                                                                                                                                                  ,Diagnosis of Depression                           
DEPRESSION,E135.,Agitated depression                                                                                                                                                                                                                                            ,Diagnosis of Depression                           
DEPRESSION,E2003,Anxiety with depression                                                                                                                                                                                                                                        ,Diagnosis of Depression                           
DEPRESSION,E291.,Prolonged depressive reaction                                                                                                                                                                                                                                  ,Diagnosis of Depression                           
DEPRESSION,E2B..,Depressive disorder NEC                                                                                                                                                                                                                                        ,Diagnosis of Depression                           
DEPRESSION,E2B1.,Chronic depression                                                                                                                                                                                                                                             ,Diagnosis of Depression                           
DEPRESSION,Eu204,[X]Post-schizophrenic depression                                                                                                                                                                                                                               ,Diagnosis of Depression                           
DEPRESSION,Eu251,"[X]Schizoaffective disorder, depressive type                                                                                                                                                                                                                   ",Diagnosis of Depression                           
DEPRESSION,Eu32.,[X]Depressive episode                                                                                                                                                                                                                                          ,Diagnosis of Depression                           
DEPRESSION,Eu320,[X]Mild depressive episode                                                                                                                                                                                                                                     ,Diagnosis of Depression                           
DEPRESSION,Eu321,[X]Moderate depressive episode                                                                                                                                                                                                                                 ,Diagnosis of Depression                           
DEPRESSION,Eu322,[X]Severe depressive episode without psychotic symptoms                                                                                                                                                                                                        ,Diagnosis of Depression                           
DEPRESSION,Eu323,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,Diagnosis of Depression                           
DEPRESSION,Eu324,[X]Mild depression                                                                                                                                                                                                                                             ,Diagnosis of Depression                           
DEPRESSION,Eu325,"[X]Major depression, mild                                                                                                                                                                                                                                      ",Diagnosis of Depression                           
DEPRESSION,Eu326,"[X]Major depression, moderately severe                                                                                                                                                                                                                         ",Diagnosis of Depression                           
DEPRESSION,Eu327,"[X]Major depression, severe without psychotic symptoms                                                                                                                                                                                                         ",Diagnosis of Depression                           
DEPRESSION,Eu328,"[X]Major depression, severe with psychotic symptoms                                                                                                                                                                                                            ",Diagnosis of Depression                           
DEPRESSION,Eu329,"[X]Single major depr ep, severe with psych, psych in remiss                                                                                                                                                                                                    ",History of Depression                             
DEPRESSION,Eu32A,"[X]Recurr major depr ep, severe with psych, psych in remiss                                                                                                                                                                                                    ",History of Depression                             
DEPRESSION,Eu32y,[X]Other depressive episodes                                                                                                                                                                                                                                   ,Diagnosis of Depression                           
DEPRESSION,Eu32z,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",Diagnosis of Depression                           
DEPRESSION,Eu33.,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,Diagnosis of Depression                           
DEPRESSION,Eu330,"[X]Recurrent depressive disorder, current episode mild                                                                                                                                                                                                         ",Diagnosis of Depression                           
DEPRESSION,Eu331,"[X]Recurrent depressive disorder, current episode moderate                                                                                                                                                                                                     ",Diagnosis of Depression                           
DEPRESSION,Eu332,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,Diagnosis of Depression                           
DEPRESSION,Eu333,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,Diagnosis of Depression                           
DEPRESSION,Eu334,"[X]Recurrent depressive disorder, currently in remission                                                                                                                                                                                                       ",History of Depression                             
DEPRESSION,Eu33y,[X]Other recurrent depressive disorders                                                                                                                                                                                                                        ,Diagnosis of Depression                           
DEPRESSION,Eu33z,"[X]Recurrent depressive disorder, unspecified                                                                                                                                                                                                                  ",Diagnosis of Depression                           
DEPRESSION,Eu341,[X]Dysthymia                                                                                                                                                                                                                                                   ,Diagnosis of Depression                           
DEPRESSION,Eu412,[X]Mixed anxiety and depressive disorder                                                                                                                                                                                                                       ,Diagnosis of Depression                           
