Phenotype,Read code,Description,Category
AMI,G3070,Acute non-Q wave infarction                                                                                                                                                                                                                                    ,Acute MI not further specified (5)                
AMI,G3071,Acute non-ST segment elevation myocardial infarction                                                                                                                                                                                                           ,NSTEMI (4)                                        
AMI,G308.,Inferior myocardial infarction NOS                                                                                                                                                                                                                             ,Acute MI not further specified (5)                
AMI,G309.,Acute Q-wave infarct                                                                                                                                                                                                                                           ,Acute MI not further specified (5)                
AMI,G30A.,Mural thrombosis                                                                                                                                                                                                                                               ,Possible MI or uncertain date (2)                 
AMI,G30B.,Acute posterolateral myocardial infarction                                                                                                                                                                                                                     ,Acute MI not further specified (5)                
AMI,G30X.,Acute transmural myocardial infarction of unspecif site                                                                                                                                                                                                        ,Acute MI not further specified (5)                
AMI,G30X0,Acute ST segment elevation myocardial infarction                                                                                                                                                                                                               ,STEMI (3)                                         
AMI,G30y.,Other acute myocardial infarction                                                                                                                                                                                                                              ,Acute MI not further specified (5)                
AMI,G30y0,Acute atrial infarction                                                                                                                                                                                                                                        ,Acute MI not further specified (5)                
AMI,G30y1,Acute papillary muscle infarction                                                                                                                                                                                                                              ,Acute MI not further specified (5)                
AMI,G30y2,Acute septal infarction                                                                                                                                                                                                                                        ,Acute MI not further specified (5)                
AMI,G30yz,Other acute myocardial infarction NOS                                                                                                                                                                                                                          ,Acute MI not further specified (5)                
AMI,G30z.,Acute myocardial infarction NOS                                                                                                                                                                                                                                ,Acute MI not further specified (5)                
AMI,G310.,Dressler's syndrome                                                                                                                                                                                                                                            ,Complications of MI (7)                           
AMI,G310.,Postmyocardial infarction syndrome                                                                                                                                                                                                                             ,History of MI (1)                                 
AMI,G31y1,Microinfarction of heart                                                                                                                                                                                                                                       ,Acute MI not further specified (5)                
AMI,G32..,Old myocardial infarction                                                                                                                                                                                                                                      ,History of MI (1)                                 
AMI,G33z5,Post infarct angina                                                                                                                                                                                                                                            ,History of MI (1)                                 
AMI,G35..,Subsequent myocardial infarction                                                                                                                                                                                                                               ,Subsequent MI (6)                                 
AMI,G350.,Subsequent myocardial infarction of anterior wall                                                                                                                                                                                                              ,Subsequent MI (6)                                 
AMI,G351.,Subsequent myocardial infarction of inferior wall                                                                                                                                                                                                              ,Subsequent MI (6)                                 
AMI,G353.,Subsequent myocardial infarction of other sites                                                                                                                                                                                                                ,Subsequent MI (6)                                 
AMI,G35X.,Subsequent myocardial infarction of unspecified site                                                                                                                                                                                                           ,Subsequent MI (6)                                 
AMI,G36..,Certain current complication follow acute myocardial infarct                                                                                                                                                                                                   ,Complications of MI (7)                           
AMI,G360.,Haemopericardium/current comp folow acut myocard infarct                                                                                                                                                                                                       ,Complications of MI (7)                           
AMI,G361.,Atrial septal defect/curr comp folow acut myocardal infarct                                                                                                                                                                                                    ,Complications of MI (7)                           
AMI,G362.,Ventric septal defect/curr comp fol acut myocardal infarctn                                                                                                                                                                                                    ,Complications of MI (7)                           
AMI,G363.,Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI                                                                                                                                                                                                     ,Complications of MI (7)                           
AMI,G364.,Ruptur chordae tendinae/curr comp fol acute myocard infarct                                                                                                                                                                                                    ,Complications of MI (7)                           
AMI,G365.,Rupture papillary muscle/curr comp fol acute myocard infarct                                                                                                                                                                                                   ,Complications of MI (7)                           
AMI,G366.,"Thrombosis atrium,auric append&vent/curr comp foll acute MI                                                                                                                                                                                                    ",Complications of MI (7)                           
AMI,G38..,Postoperative myocardial infarction                                                                                                                                                                                                                            ,Acute MI not further specified (5)                
AMI,G380.,Postoperative transmural myocardial infarction anterior wall                                                                                                                                                                                                   ,Acute MI not further specified (5)                
AMI,G381.,Postoperative transmural myocardial infarction inferior wall                                                                                                                                                                                                   ,Acute MI not further specified (5)                
AMI,G384.,Postoperative subendocardial myocardial infarction                                                                                                                                                                                                             ,Acute MI not further specified (5)                
AMI,G38z.,"Postoperative myocardial infarction, unspecified                                                                                                                                                                                                               ",Acute MI not further specified (5)                
AMI,G501.,Post infarction pericarditis                                                                                                                                                                                                                                   ,Complications of MI (7)                           
AMI,Gyu34,[X]Acute transmural myocardial infarction of unspecif site                                                                                                                                                                                                     ,Acute MI not further specified (5)                
AMI,14A3.,H/O: myocardial infarct <60                                                                                                                                                                                                                                    ,History of MI (1)                                           
AMI,14A4.,H/O: myocardial infarct >60                                                                                                                                                                                                                                    ,History of MI (1)                                           
AMI,14AH.,H/O: Myocardial infarction in last year                                                                                                                                                                                                                        ,History of MI (1)                                           
AMI,323..,ECG: myocardial infarction                                                                                                                                                                                                                                     ,Acute MI not further specified (5)                          
AMI,3233,ECG: antero-septal infarct.                                                                                                                                                                                                                                    ,Acute MI not further specified (5)                          
AMI,3234,ECG:posterior/inferior infarct                                                                                                                                                                                                                                 ,Acute MI not further specified (5)                          
AMI,3235,ECG: subendocardial infarct                                                                                                                                                                                                                                    ,Acute MI not further specified (5)                          
AMI,3236,ECG: lateral infarction                                                                                                                                                                                                                                        ,Acute MI not further specified (5)                          
AMI,323Z.,ECG: myocardial infarct NOS                                                                                                                                                                                                                                    ,Acute MI not further specified (5)                          
AMI,889A.,Diab mellit insulin-glucose infus acute myocardial infarct                                                                                                                                                                                                     ,Acute MI not further specified (5)                          
AMI,G30..,Acute myocardial infarction                                                                                                                                                                                                                                    ,Acute MI not further specified (5)                          
AMI,G300.,Acute anterolateral infarction                                                                                                                                                                                                                                 ,Acute MI not further specified (5)                          
AMI,G301.,Other specified anterior myocardial infarction                                                                                                                                                                                                                 ,Acute MI not further specified (5)                          
AMI,G3010,Acute anteroapical infarction                                                                                                                                                                                                                                  ,Acute MI not further specified (5)                          
AMI,G3011,Acute anteroseptal infarction                                                                                                                                                                                                                                  ,Acute MI not further specified (5)                          
AMI,G301z,Anterior myocardial infarction NOS                                                                                                                                                                                                                             ,Acute MI not further specified (5)                          
AMI,G302.,Acute inferolateral infarction                                                                                                                                                                                                                                 ,Acute MI not further specified (5)                          
AMI,G303.,Acute inferoposterior infarction                                                                                                                                                                                                                               ,Acute MI not further specified (5)                          
AMI,G304.,Posterior myocardial infarction NOS                                                                                                                                                                                                                            ,Acute MI not further specified (5)                          
AMI,G305.,Lateral myocardial infarction NOS                                                                                                                                                                                                                              ,Acute MI not further specified (5)                          
AMI,G306.,True posterior myocardial infarction                                                                                                                                                                                                                           ,Acute MI not further specified (5)                          
AMI,G307.,Acute subendocardial infarction                                                                                                                                                                                                                                ,Acute MI not further specified (5)                          
AMI,G3070,Acute non-Q wave infarction                                                                                                                                                                                                                                    ,Acute MI not further specified (5)                          
AMI,G3071,Acute non-ST segment elevation myocardial infarction                                                                                                                                                                                                           ,NSTEMI (4)                                                  
AMI,G308.,Inferior myocardial infarction NOS                                                                                                                                                                                                                             ,Acute MI not further specified (5)                          
AMI,G309.,Acute Q-wave infarct                                                                                                                                                                                                                                           ,Acute MI not further specified (5)                          
AMI,G30A.,Mural thrombosis                                                                                                                                                                                                                                               ,Possible MI or uncertain date (2)                           
AMI,G30B.,Acute posterolateral myocardial infarction                                                                                                                                                                                                                     ,Acute MI not further specified (5)                          
AMI,G30X.,Acute transmural myocardial infarction of unspecif site                                                                                                                                                                                                        ,Acute MI not further specified (5)                          
AMI,G30X0,Acute ST segment elevation myocardial infarction                                                                                                                                                                                                               ,STEMI (3)                                                   
AMI,G30y.,Other acute myocardial infarction                                                                                                                                                                                                                              ,Acute MI not further specified (5)                          
AMI,G30y0,Acute atrial infarction                                                                                                                                                                                                                                        ,Acute MI not further specified (5)                          
AMI,G30y1,Acute papillary muscle infarction                                                                                                                                                                                                                              ,Acute MI not further specified (5)                          
AMI,G30y2,Acute septal infarction                                                                                                                                                                                                                                        ,Acute MI not further specified (5)                          
AMI,G30yz,Other acute myocardial infarction NOS                                                                                                                                                                                                                          ,Acute MI not further specified (5)                          
AMI,G30z.,Acute myocardial infarction NOS                                                                                                                                                                                                                                ,Acute MI not further specified (5)                          
AMI,G310.,Postmyocardial infarction syndrome                                                                                                                                                                                                                             ,History of MI (1)                                           
AMI,G31y1,Microinfarction of heart                                                                                                                                                                                                                                       ,Acute MI not further specified (5)                          
AMI,G32..,Old myocardial infarction                                                                                                                                                                                                                                      ,History of MI (1)                                           
AMI,G33z5,Post infarct angina                                                                                                                                                                                                                                            ,History of MI (1)                                           
AMI,G35..,Subsequent myocardial infarction                                                                                                                                                                                                                               ,Subsequent MI (6)                                           
AMI,G350.,Subsequent myocardial infarction of anterior wall                                                                                                                                                                                                              ,Subsequent MI (6)                                           
AMI,G351.,Subsequent myocardial infarction of inferior wall                                                                                                                                                                                                              ,Subsequent MI (6)                                           
AMI,G353.,Subsequent myocardial infarction of other sites                                                                                                                                                                                                                ,Subsequent MI (6)                                           
AMI,G35X.,Subsequent myocardial infarction of unspecified site                                                                                                                                                                                                           ,Subsequent MI (6)                                           
AMI,G36..,Certain current complication follow acute myocardial infarct                                                                                                                                                                                                   ,Complications of MI (7)                                     
AMI,G360.,Haemopericardium/current comp folow acut myocard infarct                                                                                                                                                                                                       ,Complications of MI (7)                                     
AMI,G361.,Atrial septal defect/curr comp folow acut myocardal infarct                                                                                                                                                                                                    ,Complications of MI (7)                                     
AMI,G362.,Ventric septal defect/curr comp fol acut myocardal infarctn                                                                                                                                                                                                    ,Complications of MI (7)                                     
AMI,G363.,Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI                                                                                                                                                                                                     ,Complications of MI (7)                                     
AMI,G364.,Ruptur chordae tendinae/curr comp fol acute myocard infarct                                                                                                                                                                                                    ,Complications of MI (7)                                     
AMI,G365.,Rupture papillary muscle/curr comp fol acute myocard infarct                                                                                                                                                                                                   ,Complications of MI (7)                                     
AMI,G366.,"Thrombosis atrium,auric append&vent/curr comp foll acute MI                                                                                                                                                                                                    ",Complications of MI (7)                                     
AMI,G38..,Postoperative myocardial infarction                                                                                                                                                                                                                            ,Acute MI not further specified (5)                          
AMI,G380.,Postoperative transmural myocardial infarction anterior wall                                                                                                                                                                                                   ,Acute MI not further specified (5)                          
AMI,G381.,Postoperative transmural myocardial infarction inferior wall                                                                                                                                                                                                   ,Acute MI not further specified (5)                          
AMI,G384.,Postoperative subendocardial myocardial infarction                                                                                                                                                                                                             ,Acute MI not further specified (5)                          
AMI,G38z.,"Postoperative myocardial infarction, unspecified                                                                                                                                                                                                               ",Acute MI not further specified (5)                          
AMI,G501.,Post infarction pericarditis                                                                                                                                                                                                                                   ,Complications of MI (7)                                     
AMI,Gyu34,[X]Acute transmural myocardial infarction of unspecif site                                                                                                                                                                                                     ,Acute MI not further specified (5)                          
