Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,42184020,Longtec 10mg modified-release tablets (Qdem Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,42185020,Longtec 20mg modified-release tablets (Qdem Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,43838020,Oxylan 10mg modified-release tablets (Chanelle Medical UK Ltd),res38: Opioid analgesics,drug
Multilex,47328020,Co-codamol 30mg/500mg caplets (Waymade Healthcare Plc),res38: Opioid analgesics,drug
Multilex,94257020,Tramulief SR 200mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,42244020,Longtec 5mg modified-release tablets (Qdem Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,46333020,Pethidine 50mg tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,49340020,Co-dydramol 10mg+500mg Tablet (Berk Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49368020,Co-proxamol 32.5/325 Tablet (C P Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49081020,Doloxene 60mg Capsule (Eli Lilly and Company Ltd),res38: Opioid analgesics,drug
Multilex,49337020,Co-codamol 30mg/500mg tablets (Zentiva),res38: Opioid analgesics,drug
Multilex,49325020,Co-codamol 30mg/500mg tablets (Wockhardt UK Ltd),res38: Opioid analgesics,drug
Multilex,49344020,Co-dydramol 10mg+500mg Tablet (C P Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49365020,Co-proxamol 32.5/325 Tablet (Berk Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49350020,Co-dydramol 10mg+500mg Tablet (Celltech Pharma Europe Ltd),res38: Opioid analgesics,drug
Multilex,50341020,Dihydrocodeine with paracetamol 20mg with 500mg effervescent tablets,res38: Opioid analgesics,drug
Multilex,49539020,Dihydrocodeine 30mg tablets (Wockhardt UK Ltd),res38: Opioid analgesics,drug
Multilex,93716020,Tramquel SR 200mg capsules (Beechmere Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,50529020,MST Continus 200mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49536020,Dihydrocodeine 30mg Tablet (Berk Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49479020,Codeine 60mg tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,49478020,Codeine 30mg tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,49484020,Codeine 60mg tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49523020,Fortagesic Tablet (Sanofi-Synthelabo Ltd),res38: Opioid analgesics,drug
Multilex,49485020,Codeine 30mg tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,49549020,Dihydrocodeine 30mg tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96379020,Effentora 100microgram buccal tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,94253020,Tramulief SR 100mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,49542020,Dihydrocodeine 30mg tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,50340020,Dihydrocodeine with paracetamol 10mg+500mg tablets,res38: Opioid analgesics,drug
Multilex,50026020,Methadone 1mg/ml oral solution (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,94355020,Nobligan retard 100mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,94255020,Tramulief SR 150mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,50251020,Pethidine 50mg Tablet (Roche Products Ltd),res38: Opioid analgesics,drug
Multilex,50028020,Methadone 1mg/ml oral solution sugar free (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,50127020,Morphine hcl Oral solution (Thornton and Ross Ltd),res38: Opioid analgesics,drug
Multilex,50342020,Dihydrocodeine with paracetamol forte 30mg with 500mg effervescent tablets,res38: Opioid analgesics,drug
Multilex,50528020,MST Continus 100mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73727020,Solpadol 30mg/500mg effervescent tablets (Sanofi),res38: Opioid analgesics,drug
Multilex,50523020,MST Continus 60mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,50522020,MST Continus 30mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,50521020,MST Continus 10mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73146020,Diamorphine 10mg/5ml oral solution,res38: Opioid analgesics,drug
Multilex,51618020,Pethidine 50mg tablets (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,52434020,Codeine 30mg tablets,res38: Opioid analgesics,drug
Multilex,50530020,MST Continus 5mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,52435020,Codeine 60mg tablets,res38: Opioid analgesics,drug
Multilex,73149020,Diamorphine hydrochloride 3mg/5ml oral solution,res38: Opioid analgesics,drug
Multilex,51511020,Morphgesic SR 60mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,51145020,Co-proxamol 32.5/325 Tablet (Dista Products Ltd),res38: Opioid analgesics,drug
Multilex,73147020,Diamorphine 15mg/5ml oral solution,res38: Opioid analgesics,drug
Multilex,73131020,Diamorphine 5mg/5ml Oral solution (Manufacturer unknown),res38: Opioid analgesics,drug
Multilex,51849020,Temgesic 400microgram sublingual tablets (RB Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,51848020,Temgesic 200microgram sublingual tablets (RB Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,52621020,Df118 50mg/ml Injection (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,63953020,Levorphanol 1.5mg Tablet,res38: Opioid analgesics,drug
Multilex,56809020,MST Continus 15mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,53205020,Pethidine 25mg Tablet (Roche Products Ltd),res38: Opioid analgesics,drug
Multilex,52618020,Df118 40mg Tablet (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,53131020,Kapake 30mg/500mg capsules (Galen Ltd),res38: Opioid analgesics,drug
Multilex,52951020,Meptid 200mg Tablet (Shire Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,53130020,Kapake 30mg/500mg tablets (Galen Ltd),res38: Opioid analgesics,drug
Multilex,55772020,Codeine 30mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,53798020,Dihydrocodeine 30mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,53534020,Codeine 30mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,53469020,Fortral 25mg tablets (Zentiva),res38: Opioid analgesics,drug
Multilex,53468020,Fortral 50mg Capsule (Sanofi-Synthelabo Ltd),res38: Opioid analgesics,drug
Multilex,53853020,Dromoran roche 1.5mg Tablet (Roche Products Ltd),res38: Opioid analgesics,drug
Multilex,55651020,Co-proxamol 32.5/325 Oral suspension (Rosemont Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,54268020,Morphgesic SR 100mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,54093020,Methadone 1mg/ml Mixture (Macarthy Medical Ltd),res38: Opioid analgesics,drug
Multilex,53857020,Codeine phosphate 60mg with paracetamol 1000mg effervescent powder sugar free,res38: Opioid analgesics,drug
Multilex,53858020,Codeine phosphate 30mg with paracetamol 500mg effervescent powder sugar free,res38: Opioid analgesics,drug
Multilex,55619020,Diamorphine 10mg tablets,res38: Opioid analgesics,drug
Multilex,54364020,Morphine sulfate 100mg/5ml oral solution unit dose vials sugar free,res38: Opioid analgesics,drug
Multilex,55573020,Codeine 30mg/1ml solution for injection ampoules,res38: Opioid analgesics,drug
Multilex,54628020,Dihydrocodeine 30mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,55276020,Dihydrocodeine 30mg tablets (Zentiva),res38: Opioid analgesics,drug
Multilex,55572020,Codeine 60mg/1ml solution for injection ampoules,res38: Opioid analgesics,drug
Multilex,55415020,Co-proxamol 32.5/325 Tablet (Numark Management Ltd),res38: Opioid analgesics,drug
Multilex,55837020,Co-dydramol 10mg+500mg Tablet (Duncan Flockhart Ltd),res38: Opioid analgesics,drug
Multilex,55874020,Remedeine 30mg+500mg Tablet (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,56464020,Co-codamol 30mg/500mg capsules (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,56226020,Co-codamol Effervescent tablet (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,56382020,Palfium 5mg tablets (Roche Products Ltd),res38: Opioid analgesics,drug
Multilex,56463020,Co-codamol 30mg/500mg tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,56798020,Morphine 20mg modified-release granules sachets sugar free,res38: Opioid analgesics,drug
Multilex,56797020,Morphine 15mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,56511020,Tramadol 50mg capsules (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,56799020,Morphine 30mg modified-release granules sachets sugar free,res38: Opioid analgesics,drug
Multilex,59895020,Dihydrocodeine 30mg tablets (Generics (UK) Ltd),res38: Opioid analgesics,drug
Multilex,59950020,Co-codamol 30mg+500mg Effervescent tablet (Roche Consumer Health),res38: Opioid analgesics,drug
Multilex,56811020,MST Continus Suspension 30mg granules sachets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,56810020,MST Continus Suspension 20mg granules sachets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73056020,OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,57153020,Tramadol 50mg capsules (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,59770020,Tramadol 50mg capsules (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,58864020,Co-dydramol 10mg+500mg Tablet (Merck Generics (UK) Ltd),res38: Opioid analgesics,drug
Multilex,58599020,Co-proxamol 32.5/325 Tablet (Dista Products Ltd),res38: Opioid analgesics,drug
Multilex,57229020,Tramadol 50mg capsules (Genus Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73132020,Diamorphine 10mg/5ml Oral solution (Manufacturer unknown),res38: Opioid analgesics,drug
Multilex,72888020,Methadone 1mg/ml oral solution sugar free,res38: Opioid analgesics,drug
Multilex,57278020,Diamorphine 10mg Tablet (Aurum Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,95525020,Morphine 60mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,58898020,Co-proxamol (dextropropoxyphene and paracetamol) 32.5mg with 325mg/5ml oral suspension sugar free,res38: Opioid analgesics,drug
Multilex,59495020,Tramadol 50mg Capsule (Generics (UK) Ltd),res38: Opioid analgesics,drug
Multilex,72612020,Dextropropoxyphene 60mg capsules,res38: Opioid analgesics,drug
Multilex,72887020,Methadone 1mg/ml oral solution,res38: Opioid analgesics,drug
Multilex,62540020,Dihydrocodeine 40mg tablets,res38: Opioid analgesics,drug
Multilex,62538020,Dihydrocodeine 30mg tablets,res38: Opioid analgesics,drug
Multilex,62391020,Dextromoramide 5mg tablets,res38: Opioid analgesics,drug
Multilex,60101020,Codeine 60mg tablets (Ranbaxy (UK) Ltd),res38: Opioid analgesics,drug
Multilex,60100020,Codeine 30mg tablets (Ranbaxy (UK) Ltd),res38: Opioid analgesics,drug
Multilex,60117020,Tramadol 50mg capsules (Zentiva),res38: Opioid analgesics,drug
Multilex,60506020,Tramadol 50mg capsules (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,60266020,Methadone 1mg/ml oral solution (Rosemont Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,62237020,Co-proxamol 32.5mg+325mg Tablet (Sigma Pharmaceuticals Plc),res38: Opioid analgesics,drug
Multilex,60731020,Methadone 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,61634020,Tramadol 50mg capsules (PLIVA Pharma Ltd),res38: Opioid analgesics,drug
Multilex,61111020,Tramadol 50mg capsules (Niche Generics Ltd),res38: Opioid analgesics,drug
Multilex,61569020,Codeine phosphate 30mg with paracetamol 500mg tablets,res38: Opioid analgesics,drug
Multilex,62559020,DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,62558020,DHC Continus 60mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,62545020,Dihydrocodeine with paracetamol 30mg+500mg tablets,res38: Opioid analgesics,drug
Multilex,62554020,Co-dydramol (dihydrocodeine and paracetamol) 7.46mg with 500mg tablets,res38: Opioid analgesics,drug
Multilex,62550020,Dihydrocodeine 120mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,62549020,Dihydrocodeine 90mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,62548020,Dihydrocodeine 60mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,62885020,Co-proxamol 32.5mg+325mg Tablet (Neo Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,62832020,Co-proxamol 32.5mg+325mg Tablet (Regent Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,62560020,DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,63582020,Co-proxamol 32.5mg+325mg Tablet (M & A Pharmachem Ltd),res38: Opioid analgesics,drug
Multilex,63577020,Co-dydramol 10mg+500mg Tablet (M & A Pharmachem Ltd),res38: Opioid analgesics,drug
Multilex,63736020,Morphine sulfate 10mg/5ml oral solution (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,93850020,Zydol SR 50mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,66005020,Paracetamol 325mg with dextropropoxyphene 32.5mg tablet,res38: Opioid analgesics,drug
Multilex,94146020,Morphine sulphate Oral solution,res38: Opioid analgesics,drug
Multilex,65617020,Phenazocine hydrobromide 5mg tablet,res38: Opioid analgesics,drug
Multilex,64471020,Physeptone 5mg tablets (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,04310020,Co-codamol 30mg/500mg tablets (Kent Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,64465020,Methadone 5mg tablets,res38: Opioid analgesics,drug
Multilex,64277020,Buprenorphine 400microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,64807020,Morphine 60mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,68361020,Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,65481020,Codeine 30mg tablets (Kent Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,64806020,Morphine 30mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,64472020,Physeptone 1mg/ml mixture sugar free (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,65567020,Pentazocine 15mg with paracetamol 500mg tablet,res38: Opioid analgesics,drug
Multilex,64805020,Morphine 10mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,64797020,Morphine 10mg/ml Tincture,res38: Opioid analgesics,drug
Multilex,64802020,Morphine 8.4mg/ml elixir,res38: Opioid analgesics,drug
Multilex,64810020,Morphine 100mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,64851020,Dextropropoxyphene HCl with paracetamol 32.5mg with 325mg tablets,res38: Opioid analgesics,drug
Multilex,64811020,Morphine 200mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,64812020,Morphine 5mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,65467020,Co-codamol 30mg/500mg effervescent tablets (Fannin UK Ltd),res38: Opioid analgesics,drug
Multilex,64854020,Cosalgesic Tablet (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,65564020,Pentazocine 25mg tablets,res38: Opioid analgesics,drug
Multilex,65703020,Tramadol sr 100mg Modified-release tablet (Winthrop Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,65620020,Narphen 5mg Tablet (Smith & Nephew Healthcare Ltd),res38: Opioid analgesics,drug
Multilex,65994020,Paracetamol 500mg with codeine phosphate 30mg effervescent tablet,res38: Opioid analgesics,drug
Multilex,96375020,Fentanyl 600microgram buccal tablets sugar free,res38: Opioid analgesics,drug
Multilex,65993020,Paracetamol 500mg with codeine phosphate 30 mg tablet,res38: Opioid analgesics,drug
Multilex,65707020,Tramadol sr 150mg Modified-release tablet (Winthrop Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,65711020,Tramadol sr 200mg Modified-release tablet (Winthrop Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96373020,Fentanyl 400microgram buccal tablets sugar free,res38: Opioid analgesics,drug
Multilex,93938020,Eptadone 1mg/ml oral solution (Dee Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,67086020,SRM-RHOTARD 30mg Modified-release tablet (Pharmacia Ltd),res38: Opioid analgesics,drug
Multilex,66692020,Methadone 1mg/ml oral solution sugar free (Thornton & Ross Ltd),res38: Opioid analgesics,drug
Multilex,66011020,Paracetamol 500 mg+ pentazocine 15mg tablet,res38: Opioid analgesics,drug
Multilex,66344020,Tramadol 50mg Capsule (Tillomed Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,67085020,SRM-RHOTARD 10mg Modified-release tablet (Pharmacia Ltd),res38: Opioid analgesics,drug
Multilex,66914020,Co-codamol 30mg/500mg effervescent tablets (Zentiva),res38: Opioid analgesics,drug
Multilex,67663020,Co-codamol 30mg/500mg tablets (Almus Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96371020,Fentanyl 200microgram buccal tablets sugar free,res38: Opioid analgesics,drug
Multilex,68360020,Oramorph 10mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,94114020,Pethidine oral liquid,res38: Opioid analgesics,drug
Multilex,00547021,Co-dydramol (dihydrocodeine and paracetamol) 10mg with 500mg/5ml oral suspension,res38: Opioid analgesics,drug
Multilex,96369020,Fentanyl 100microgram buccal tablets sugar free,res38: Opioid analgesics,drug
Multilex,68282020,Tylex 30mg/500mg capsules (UCB Pharma Ltd),res38: Opioid analgesics,drug
Multilex,00078021,Tramadol 100mg/ml oral drops,res38: Opioid analgesics,drug
Multilex,68357020,Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,68283020,Tylex 30mg/500mg effervescent tablets (UCB Pharma Ltd),res38: Opioid analgesics,drug
Multilex,96319020,Abstral 800microgram sublingual tablets (ProStrakan Ltd),res38: Opioid analgesics,drug
Multilex,04332020,Co-codamol 30mg/500mg effervescent tablets (Zanza Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,93712020,Tramquel SR 100mg capsules (Beechmere Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96383020,Effentora 400microgram buccal tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,96385020,Effentora 600microgram buccal tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,82626020,Filnarine SR 100mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,04311020,Co-codamol 30mg/500mg tablets (Alliance Healthcare (Distribution) Ltd),res38: Opioid analgesics,drug
Multilex,73826020,Co-codamol 30mg/500mg capsules (Zentiva),res38: Opioid analgesics,drug
Multilex,92196020,Tradorec XL 200mg tablets (Paladin Labs Europe Ltd),res38: Opioid analgesics,drug
Multilex,04312020,Co-codamol 30mg/500mg caplets (Kent Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,04328020,Co-codamol 30mg/500mg effervescent tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,04326020,Co-codamol 30mg/500mg effervescent tablets (Alliance Healthcare (Distribution) Ltd),res38: Opioid analgesics,drug
Multilex,68381020,Oramorph 20mg/ml concentrated oral solution (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,04351020,Morphine sulfate 10mg/5ml oral solution (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,04408020,Codeine 60mg tablets (Alliance Healthcare (Distribution) Ltd),res38: Opioid analgesics,drug
Multilex,04334020,Co-codamol 30mg/500mg capsules (Kent Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,04339020,Co-codamol 30mg/500mg capsules (Sigma Pharmaceuticals Plc),res38: Opioid analgesics,drug
Multilex,04340020,Co-codamol 30mg/500mg capsules (AMCo),res38: Opioid analgesics,drug
Multilex,68362020,Oramorph 100mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,04502020,Marol 100mg modified-release tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,04512020,Marol 150mg modified-release tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,04406020,Codeine 30mg tablets (Phoenix Healthcare Distribution Ltd),res38: Opioid analgesics,drug
Multilex,70246020,Tramadol 200mg modified-release tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96053020,Morphine 30mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,68500020,Paracetamol 500mg with codeine phosphate 30 mg tablet,res38: Opioid analgesics,drug
Multilex,04405020,Codeine 30mg tablets (Bristol Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,04403020,Codeine 30mg tablets (Alliance Healthcare (Distribution) Ltd),res38: Opioid analgesics,drug
Multilex,68485020,Morphine sulfate 10mg/5ml oral solution,res38: Opioid analgesics,drug
Multilex,68486020,Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free,res38: Opioid analgesics,drug
Multilex,68487020,Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free,res38: Opioid analgesics,drug
Multilex,68499020,Paracetamol 500mg with codeine phosphate 30mg capsule,res38: Opioid analgesics,drug
Multilex,69171020,Pethidine 50mg Tablet (Roche Products Ltd),res38: Opioid analgesics,drug
Multilex,68504020,Codeine phosphate 30mg with Paracetamol 500mg capsules,res38: Opioid analgesics,drug
Multilex,68881020,Tramadol 50mg capsules (Almus Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,69167020,Pethidine 50mg tablets,res38: Opioid analgesics,drug
Multilex,69166020,Pethidine 25mg tablet,res38: Opioid analgesics,drug
Multilex,73729020,Solpadol 30mg/500mg capsules (Sanofi),res38: Opioid analgesics,drug
Multilex,70228020,Co-dydramol 10mg+500mg/5ml Liquid (Rosemont Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,69566020,Meptazinol 200mg tablets,res38: Opioid analgesics,drug
Multilex,70243020,Tramadol 150mg modified-release tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,70238020,Tramadol 100mg modified-release tablets (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,70233020,Co-codamol 30mg+500mg Effervescent tablet (Hillcross Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73728020,Solpadol 30mg/500mg caplets (Sanofi),res38: Opioid analgesics,drug
Multilex,71989020,Co-codamol 30mg/500mg capsules (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,72186020,Co-codamol 30mg/500mg tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,71985020,Co-codamol 30mg/500mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,94727020,Morphine sulphate Capsule,res38: Opioid analgesics,drug
Multilex,95817020,DF 118 Forte 40mg tablets (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96381020,Effentora 200microgram buccal tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,71386020,Pentazocine 50mg capsules,res38: Opioid analgesics,drug
Multilex,70488020,Diamorphine 10mg Tablet (Manufacturer unknown),res38: Opioid analgesics,drug
Multilex,70364020,Diamorphine hydrochloride bpc 1973 3mg/5ml oral solution,res38: Opioid analgesics,drug
