Coding System (OXMIS Read),Codes,Description,Entity type,Category
Read,F25yz00,Other forms of epilepsy NOS,res26: Epilepsy,diagnostic
Read,F252.00,Petit mal status,res26: Epilepsy,diagnostic
Read,F25y200,Locl-rlt(foc)(part)idiop epilep&epilptic syn seiz locl onset,res26: Epilepsy,diagnostic
Read,F255z00,Partial epilepsy without impairment of consciousness NOS,res26: Epilepsy,diagnostic
Read,F25y300,Complex partial status epilepticus,res26: Epilepsy,diagnostic
Read,F254500,Complex partial epileptic seizure,res26: Epilepsy,diagnostic
Read,F255y00,Partial epilepsy without impairment of consciousness OS,res26: Epilepsy,diagnostic
Read,F255.00,Partial epilepsy without impairment of consciousness,res26: Epilepsy,diagnostic
Read,F251.00,Generalised convulsive epilepsy,res26: Epilepsy,diagnostic
Read,F255012,Motor epilepsy,res26: Epilepsy,diagnostic
Read,F254200,Psychosensory epilepsy,res26: Epilepsy,diagnostic
Read,F254z00,Partial epilepsy with impairment of consciousness NOS,res26: Epilepsy,diagnostic
Read,F250500,Lennox-Gastaut syndrome,res26: Epilepsy,diagnostic
Read,F254400,Epileptic automatism,res26: Epilepsy,diagnostic
Read,F254.00,Partial epilepsy with impairment of consciousness,res26: Epilepsy,diagnostic
Read,F25E.00,Stress-induced epilepsy,res26: Epilepsy,diagnostic
Read,F251z00,Generalised convulsive epilepsy NOS,res26: Epilepsy,diagnostic
Read,F255200,Somatosensory epilepsy,res26: Epilepsy,diagnostic
Read,F255600,Simple partial epileptic seizure,res26: Epilepsy,diagnostic
Read,F132100,Progressive myoclonic epilepsy,res26: Epilepsy,diagnostic
Read,F25y.00,Other forms of epilepsy,res26: Epilepsy,diagnostic
Read,F250y00,Other specified generalised nonconvulsive epilepsy,res26: Epilepsy,diagnostic
Read,F251y00,Other specified generalised convulsive epilepsy,res26: Epilepsy,diagnostic
Read,F250z00,Generalised nonconvulsive epilepsy NOS,res26: Epilepsy,diagnostic
Read,F25y100,Gelastic epilepsy,res26: Epilepsy,diagnostic
Read,F255100,Sensory induced epilepsy,res26: Epilepsy,diagnostic
Read,F251111,Otohara syndrome,res26: Epilepsy,diagnostic
Read,F257.00,Kojevnikov's epilepsy,res26: Epilepsy,diagnostic
Read,F255311,Partial epilepsy with autonomic symptoms,res26: Epilepsy,diagnostic
Read,F255300,Visceral reflex epilepsy,res26: Epilepsy,diagnostic
Read,F250100,Pykno-epilepsy,res26: Epilepsy,diagnostic
