Coding System (OXMIS Read),Codes,Description,Entity type,Category
Read,H31y100,Chronic tracheobronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H312100,Emphysematous bronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H313.00,Mixed simple and mucopurulent chronic bronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H310000,Chronic catarrhal bronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H31yz00,Other chronic bronchitis NOS,chronic obstructive pulmonary diasease,diagnostic
Read,H31..00,Chronic bronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H312z00,Obstructive chronic bronchitis NOS,chronic obstructive pulmonary diasease,diagnostic
Read,H312011,Chronic wheezy bronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H311z00,Mucopurulent chronic bronchitis NOS,chronic obstructive pulmonary diasease,diagnostic
Read,H3y..11,Other specified chronic obstructive pulmonary disease,chronic obstructive pulmonary diasease,diagnostic
Read,H32y200,MacLeod's unilateral emphysema,chronic obstructive pulmonary diasease,diagnostic
Read,H311000,Purulent chronic bronchitis,chronic obstructive pulmonary diasease,diagnostic
Read,H32y100,Atrophic (senile) emphysema,chronic obstructive pulmonary diasease,diagnostic
Read,H320200,Giant bullous emphysema,chronic obstructive pulmonary diasease,diagnostic
Read,H320000,Segmental bullous emphysema,chronic obstructive pulmonary diasease,diagnostic
Read,H32z.00,Emphysema NOS,chronic obstructive pulmonary diasease,diagnostic
Read,H32yz00,Other emphysema NOS,chronic obstructive pulmonary diasease,diagnostic
Read,H32..00,Emphysema,chronic obstructive pulmonary diasease,diagnostic
